time;inertial power left wing;inertial power right wing;inertial power both wings;aerodynamic power;total, perfect elastic storage;total, no elastic storage;total, full dissipation
1.023660e-03;0.000000e+00;2.673946e+00;2.673946e+00;8.974012e+01;9.241406e+01;9.241406e+01;9.241406e+01 
1.535490e-03;0.000000e+00;2.640024e+00;2.640024e+00;8.336719e+01;8.600722e+01;8.600722e+01;8.600722e+01 
2.047320e-03;0.000000e+00;2.604787e+00;2.604787e+00;7.672462e+01;7.932940e+01;7.932940e+01;7.932940e+01 
2.559150e-03;0.000000e+00;2.568270e+00;2.568270e+00;7.008765e+01;7.265592e+01;7.265592e+01;7.265592e+01 
3.070980e-03;0.000000e+00;2.530507e+00;2.530507e+00;6.346056e+01;6.599107e+01;6.599107e+01;6.599107e+01 
3.582810e-03;0.000000e+00;2.491534e+00;2.491534e+00;5.704977e+01;5.954131e+01;5.954131e+01;5.954131e+01 
4.094640e-03;0.000000e+00;2.451387e+00;2.451387e+00;5.092750e+01;5.337888e+01;5.337888e+01;5.337888e+01 
4.605160e-03;0.000000e+00;2.410208e+00;2.410208e+00;4.519777e+01;4.760797e+01;4.760797e+01;4.760797e+01 
5.114078e-03;0.000000e+00;2.368065e+00;2.368065e+00;3.999491e+01;4.236298e+01;4.236298e+01;4.236298e+01 
5.621817e-03;0.000000e+00;2.324969e+00;2.324969e+00;3.525182e+01;3.757679e+01;3.757679e+01;3.757679e+01 
6.129041e-03;0.000000e+00;2.280904e+00;2.280904e+00;3.098625e+01;3.326716e+01;3.326716e+01;3.326716e+01 
6.636553e-03;0.000000e+00;2.235836e+00;2.235836e+00;2.719120e+01;2.942703e+01;2.942703e+01;2.942703e+01 
7.143938e-03;0.000000e+00;2.189837e+00;2.189837e+00;2.390257e+01;2.609240e+01;2.609240e+01;2.609240e+01 
7.652088e-03;0.000000e+00;2.142861e+00;2.142861e+00;2.113685e+01;2.327971e+01;2.327971e+01;2.327971e+01 
8.161261e-03;0.000000e+00;2.094915e+00;2.094915e+00;1.885921e+01;2.095412e+01;2.095412e+01;2.095412e+01 
8.671069e-03;0.000000e+00;2.046069e+00;2.046069e+00;1.705022e+01;1.909629e+01;1.909629e+01;1.909629e+01 
9.182787e-03;0.000000e+00;1.996230e+00;1.996230e+00;1.562535e+01;1.762158e+01;1.762158e+01;1.762158e+01 
9.694575e-03;0.000000e+00;1.945612e+00;1.945612e+00;1.451809e+01;1.646371e+01;1.646371e+01;1.646371e+01 
1.020641e-02;0.000000e+00;1.987095e+00;1.987095e+00;1.364363e+01;1.563072e+01;1.563072e+01;1.563072e+01 
1.071824e-02;0.000000e+00;1.917275e+00;1.917275e+00;1.289880e+01;1.481607e+01;1.481607e+01;1.481607e+01 
1.123007e-02;0.000000e+00;1.846608e+00;1.846608e+00;1.227970e+01;1.412630e+01;1.412630e+01;1.412630e+01 
1.174190e-02;0.000000e+00;1.775148e+00;1.775148e+00;1.170661e+01;1.348176e+01;1.348176e+01;1.348176e+01 
1.225373e-02;0.000000e+00;1.702948e+00;1.702948e+00;1.120002e+01;1.290296e+01;1.290296e+01;1.290296e+01 
1.276556e-02;0.000000e+00;1.630062e+00;1.630062e+00;1.074477e+01;1.237483e+01;1.237483e+01;1.237483e+01 
1.327739e-02;0.000000e+00;1.556542e+00;1.556542e+00;1.034808e+01;1.190462e+01;1.190462e+01;1.190462e+01 
1.378922e-02;0.000000e+00;1.482443e+00;1.482443e+00;1.002359e+01;1.150604e+01;1.150604e+01;1.150604e+01 
1.430105e-02;0.000000e+00;1.407816e+00;1.407816e+00;9.716977e+00;1.112479e+01;1.112479e+01;1.112479e+01 
1.481288e-02;0.000000e+00;1.332715e+00;1.332715e+00;9.470223e+00;1.080294e+01;1.080294e+01;1.080294e+01 
1.532471e-02;0.000000e+00;1.257191e+00;1.257191e+00;9.273996e+00;1.053119e+01;1.053119e+01;1.053119e+01 
1.583654e-02;0.000000e+00;1.181298e+00;1.181298e+00;9.119580e+00;1.030088e+01;1.030088e+01;1.030088e+01 
1.634837e-02;0.000000e+00;1.105085e+00;1.105085e+00;9.039948e+00;1.014503e+01;1.014503e+01;1.014503e+01 
1.686020e-02;0.000000e+00;1.028606e+00;1.028606e+00;9.008940e+00;1.003755e+01;1.003755e+01;1.003755e+01 
1.737203e-02;0.000000e+00;9.519103e-01;9.519103e-01;9.045047e+00;9.996958e+00;9.996958e+00;9.996958e+00 
1.788386e-02;0.000000e+00;8.750494e-01;8.750494e-01;9.118180e+00;9.993230e+00;9.993230e+00;9.993230e+00 
1.839569e-02;0.000000e+00;7.980732e-01;7.980732e-01;9.260573e+00;1.005865e+01;1.005865e+01;1.005865e+01 
1.890752e-02;0.000000e+00;7.210316e-01;7.210316e-01;9.447761e+00;1.016879e+01;1.016879e+01;1.016879e+01 
1.941934e-02;0.000000e+00;6.439745e-01;6.439745e-01;9.647782e+00;1.029176e+01;1.029176e+01;1.029176e+01 
1.993113e-02;0.000000e+00;5.669562e-01;5.669562e-01;9.910480e+00;1.047744e+01;1.047744e+01;1.047744e+01 
2.044281e-02;0.000000e+00;6.042983e-01;6.042983e-01;1.016832e+01;1.077262e+01;1.077262e+01;1.077262e+01 
2.095445e-02;0.000000e+00;5.174820e-01;5.174820e-01;1.044909e+01;1.096657e+01;1.096657e+01;1.096657e+01 
2.146612e-02;0.000000e+00;4.308005e-01;4.308005e-01;1.068496e+01;1.111576e+01;1.111576e+01;1.111576e+01 
2.197783e-02;0.000000e+00;3.443067e-01;3.443067e-01;1.088703e+01;1.123134e+01;1.123134e+01;1.123134e+01 
2.248958e-02;0.000000e+00;2.580562e-01;2.580562e-01;1.107389e+01;1.133195e+01;1.133195e+01;1.133195e+01 
2.300138e-02;0.000000e+00;1.721015e-01;1.721015e-01;1.119872e+01;1.137082e+01;1.137082e+01;1.137082e+01 
2.351321e-02;0.000000e+00;8.650070e-02;8.650070e-02;1.128184e+01;1.136834e+01;1.136834e+01;1.136834e+01 
2.402504e-02;0.000000e+00;1.311663e-03;1.311663e-03;1.131821e+01;1.131953e+01;1.131953e+01;1.131953e+01 
2.453687e-02;0.000000e+00;-8.341320e-02;-8.341320e-02;1.133891e+01;1.125550e+01;1.125550e+01;1.125550e+01 
2.504870e-02;0.000000e+00;-1.676224e-01;-1.676224e-01;1.131303e+01;1.114540e+01;1.114540e+01;1.114540e+01 
2.556053e-02;0.000000e+00;-2.512653e-01;-2.512653e-01;1.123274e+01;1.098147e+01;1.098147e+01;1.098147e+01 
2.607236e-02;0.000000e+00;-3.342918e-01;-3.342918e-01;1.116237e+01;1.082808e+01;1.082808e+01;1.082808e+01 
2.658419e-02;0.000000e+00;-4.166534e-01;-4.166534e-01;1.107123e+01;1.065458e+01;1.065458e+01;1.065458e+01 
2.709602e-02;0.000000e+00;-4.983015e-01;-4.983015e-01;1.090185e+01;1.040355e+01;1.040355e+01;1.040355e+01 
2.760785e-02;0.000000e+00;-5.791891e-01;-5.791891e-01;1.078501e+01;1.020582e+01;1.020582e+01;1.020582e+01 
2.811968e-02;0.000000e+00;-6.592699e-01;-6.592699e-01;1.063908e+01;9.979807e+00;9.979807e+00;9.979807e+00 
2.863151e-02;0.000000e+00;-7.384981e-01;-7.384981e-01;1.043231e+01;9.693816e+00;9.693816e+00;9.693816e+00 
2.914334e-02;0.000000e+00;-8.168292e-01;-8.168292e-01;1.027870e+01;9.461872e+00;9.461872e+00;9.461872e+00 
2.965517e-02;0.000000e+00;-8.942197e-01;-8.942197e-01;1.008814e+01;9.193922e+00;9.193922e+00;9.193922e+00 
3.016700e-02;0.000000e+00;-8.429820e-01;-8.429820e-01;9.887300e+00;9.044318e+00;9.044318e+00;9.044318e+00 
3.067883e-02;0.000000e+00;-9.193699e-01;-9.193699e-01;9.730801e+00;8.811431e+00;8.811431e+00;8.811431e+00 
3.119066e-02;0.000000e+00;-9.947262e-01;-9.947262e-01;9.556238e+00;8.561512e+00;8.561512e+00;8.561512e+00 
3.170249e-02;0.000000e+00;-1.069011e+00;-1.069011e+00;9.360712e+00;8.291702e+00;8.291702e+00;8.291702e+00 
3.221432e-02;0.000000e+00;-1.142184e+00;-1.142184e+00;9.199205e+00;8.057022e+00;8.057022e+00;8.057022e+00 
3.272615e-02;0.000000e+00;-1.214207e+00;-1.214207e+00;8.993923e+00;7.779715e+00;7.779715e+00;7.779715e+00 
3.323798e-02;0.000000e+00;-1.285044e+00;-1.285044e+00;8.810286e+00;7.525242e+00;7.525242e+00;7.525242e+00 
3.374981e-02;0.000000e+00;-1.354658e+00;-1.354658e+00;8.619472e+00;7.264815e+00;7.264815e+00;7.264815e+00 
3.426164e-02;0.000000e+00;-1.423013e+00;-1.423013e+00;8.409543e+00;6.986530e+00;6.986530e+00;6.986530e+00 
3.477347e-02;0.000000e+00;-1.490076e+00;-1.490076e+00;8.233570e+00;6.743494e+00;6.743494e+00;6.743494e+00 
3.528530e-02;0.000000e+00;-1.555812e+00;-1.555812e+00;8.026798e+00;6.470986e+00;6.470986e+00;6.470986e+00 
3.579713e-02;0.000000e+00;-1.620190e+00;-1.620190e+00;7.821518e+00;6.201328e+00;6.201328e+00;6.201328e+00 
3.630896e-02;0.000000e+00;-1.683178e+00;-1.683178e+00;7.636782e+00;5.953604e+00;5.953604e+00;5.953604e+00 
3.682079e-02;0.000000e+00;-1.744746e+00;-1.744746e+00;7.420296e+00;5.675551e+00;5.675551e+00;5.675551e+00 
3.733262e-02;0.000000e+00;-1.804863e+00;-1.804863e+00;7.229224e+00;5.424361e+00;5.424361e+00;5.424361e+00 
3.784445e-02;0.000000e+00;-1.863501e+00;-1.863501e+00;7.043805e+00;5.180304e+00;5.180304e+00;5.180304e+00 
3.835628e-02;0.000000e+00;-1.920632e+00;-1.920632e+00;6.826935e+00;4.906302e+00;4.906302e+00;4.906302e+00 
3.886811e-02;0.000000e+00;-1.976229e+00;-1.976229e+00;6.647977e+00;4.671748e+00;4.671748e+00;4.671748e+00 
3.937994e-02;0.000000e+00;-2.030265e+00;-2.030265e+00;6.451329e+00;4.421063e+00;4.421063e+00;4.421063e+00 
3.989177e-02;0.000000e+00;-2.082715e+00;-2.082715e+00;6.244186e+00;4.161471e+00;4.161471e+00;4.161471e+00 
4.040360e-02;0.000000e+00;-2.013506e+00;-2.013506e+00;6.079701e+00;4.066195e+00;4.066195e+00;4.066195e+00 
4.091543e-02;0.000000e+00;-2.055474e+00;-2.055474e+00;5.910855e+00;3.855381e+00;3.855381e+00;3.855381e+00 
4.142726e-02;0.000000e+00;-2.095967e+00;-2.095967e+00;5.739729e+00;3.643763e+00;3.643763e+00;3.643763e+00 
4.193909e-02;0.000000e+00;-2.134969e+00;-2.134969e+00;5.575998e+00;3.441028e+00;3.441028e+00;3.441028e+00 
4.245092e-02;0.000000e+00;-2.172468e+00;-2.172468e+00;5.408535e+00;3.236067e+00;3.236067e+00;3.236067e+00 
4.296275e-02;0.000000e+00;-2.208448e+00;-2.208448e+00;5.245345e+00;3.036897e+00;3.036897e+00;3.036897e+00 
4.347458e-02;0.000000e+00;-2.242897e+00;-2.242897e+00;5.083252e+00;2.840355e+00;2.840355e+00;2.840355e+00 
4.398641e-02;0.000000e+00;-2.275803e+00;-2.275803e+00;4.917741e+00;2.641938e+00;2.641938e+00;2.641938e+00 
4.449824e-02;0.000000e+00;-2.307153e+00;-2.307153e+00;4.754267e+00;2.447115e+00;2.447115e+00;2.447115e+00 
4.501007e-02;0.000000e+00;-2.336935e+00;-2.336935e+00;4.588509e+00;2.251574e+00;2.251574e+00;2.251574e+00 
4.552190e-02;0.000000e+00;-2.365140e+00;-2.365140e+00;4.426144e+00;2.061004e+00;2.061004e+00;2.061004e+00 
4.603373e-02;0.000000e+00;-2.391756e+00;-2.391756e+00;4.269107e+00;1.877351e+00;1.877351e+00;1.877351e+00 
4.654556e-02;0.000000e+00;-2.416774e+00;-2.416774e+00;4.101276e+00;1.684502e+00;1.684502e+00;1.684502e+00 
4.705739e-02;0.000000e+00;-2.440184e+00;-2.440184e+00;3.935128e+00;1.494945e+00;1.494945e+00;1.494945e+00 
4.756922e-02;0.000000e+00;-2.461976e+00;-2.461976e+00;3.781549e+00;1.319574e+00;1.319574e+00;1.319574e+00 
4.808105e-02;0.000000e+00;-2.482141e+00;-2.482141e+00;3.617519e+00;1.135378e+00;1.135378e+00;1.135378e+00 
4.859288e-02;0.000000e+00;-2.500671e+00;-2.500671e+00;3.455836e+00;9.551651e-01;9.551651e-01;9.551651e-01 
4.910471e-02;0.000000e+00;-2.517557e+00;-2.517557e+00;3.309200e+00;7.916434e-01;7.916434e-01;7.916434e-01 
4.961654e-02;0.000000e+00;-2.532790e+00;-2.532790e+00;3.150980e+00;6.181900e-01;6.181900e-01;6.181900e-01 
5.012837e-02;0.000000e+00;-2.456734e+00;-2.456734e+00;2.997796e+00;5.410620e-01;5.410620e-01;5.410620e-01 
5.064020e-02;0.000000e+00;-2.455743e+00;-2.455743e+00;2.864033e+00;4.082896e-01;4.082896e-01;4.082896e-01 
5.115203e-02;0.000000e+00;-2.453496e+00;-2.453496e+00;2.738535e+00;2.850380e-01;2.850380e-01;2.850380e-01 
5.166386e-02;0.000000e+00;-2.449997e+00;-2.449997e+00;2.598824e+00;1.488273e-01;1.488273e-01;1.488273e-01 
5.217569e-02;0.000000e+00;-2.445246e+00;-2.445246e+00;2.475674e+00;3.042829e-02;3.042829e-02;3.042829e-02 
5.268752e-02;0.000000e+00;-2.439248e+00;-2.439248e+00;2.354976e+00;-8.427263e-02;0.000000e+00;8.427263e-02 
5.319935e-02;0.000000e+00;-2.432005e+00;-2.432005e+00;2.226809e+00;-2.051964e-01;0.000000e+00;2.051964e-01 
5.371118e-02;0.000000e+00;-2.423520e+00;-2.423520e+00;2.108055e+00;-3.154658e-01;0.000000e+00;3.154658e-01 
5.422301e-02;0.000000e+00;-2.413795e+00;-2.413795e+00;1.993448e+00;-4.203478e-01;0.000000e+00;4.203478e-01 
5.473484e-02;0.000000e+00;-2.402833e+00;-2.402833e+00;1.874116e+00;-5.287171e-01;0.000000e+00;5.287171e-01 
5.524667e-02;0.000000e+00;-2.390636e+00;-2.390636e+00;1.764305e+00;-6.263304e-01;0.000000e+00;6.263304e-01 
5.575850e-02;0.000000e+00;-2.377205e+00;-2.377205e+00;1.653821e+00;-7.233841e-01;0.000000e+00;7.233841e-01 
5.627033e-02;0.000000e+00;-2.362543e+00;-2.362543e+00;1.548716e+00;-8.138265e-01;0.000000e+00;8.138265e-01 
5.678216e-02;0.000000e+00;-2.346650e+00;-2.346650e+00;1.435584e+00;-9.110659e-01;0.000000e+00;9.110659e-01 
5.729399e-02;0.000000e+00;-2.329529e+00;-2.329529e+00;1.331076e+00;-9.984527e-01;0.000000e+00;9.984527e-01 
5.780582e-02;0.000000e+00;-2.311179e+00;-2.311179e+00;1.231189e+00;-1.079991e+00;0.000000e+00;1.079991e+00 
5.831765e-02;0.000000e+00;-2.291602e+00;-2.291602e+00;1.134318e+00;-1.157284e+00;0.000000e+00;1.157284e+00 
5.882948e-02;0.000000e+00;-2.270798e+00;-2.270798e+00;1.034551e+00;-1.236246e+00;0.000000e+00;1.236246e+00 
5.934131e-02;0.000000e+00;-2.248765e+00;-2.248765e+00;9.397223e-01;-1.309043e+00;0.000000e+00;1.309043e+00 
5.985314e-02;0.000000e+00;-2.225504e+00;-2.225504e+00;8.467367e-01;-1.378767e+00;0.000000e+00;1.378767e+00 
6.036497e-02;0.000000e+00;-2.136622e+00;-2.136622e+00;7.663498e-01;-1.370272e+00;0.000000e+00;1.370272e+00 
6.087680e-02;0.000000e+00;-2.096256e+00;-2.096256e+00;6.880871e-01;-1.408169e+00;0.000000e+00;1.408169e+00 
6.138863e-02;0.000000e+00;-2.055308e+00;-2.055308e+00;6.177499e-01;-1.437558e+00;0.000000e+00;1.437558e+00 
6.190046e-02;0.000000e+00;-2.013785e+00;-2.013785e+00;5.537328e-01;-1.460052e+00;0.000000e+00;1.460052e+00 
6.241229e-02;0.000000e+00;-1.971691e+00;-1.971691e+00;4.947272e-01;-1.476964e+00;0.000000e+00;1.476964e+00 
6.292412e-02;0.000000e+00;-1.929032e+00;-1.929032e+00;4.345452e-01;-1.494487e+00;0.000000e+00;1.494487e+00 
6.343595e-02;0.000000e+00;-1.885812e+00;-1.885812e+00;3.738709e-01;-1.511941e+00;0.000000e+00;1.511941e+00 
6.394778e-02;0.000000e+00;-1.842034e+00;-1.842034e+00;3.217167e-01;-1.520318e+00;0.000000e+00;1.520318e+00 
6.445961e-02;0.000000e+00;-1.797703e+00;-1.797703e+00;2.756356e-01;-1.522067e+00;0.000000e+00;1.522067e+00 
6.497144e-02;0.000000e+00;-1.752820e+00;-1.752820e+00;2.301764e-01;-1.522643e+00;0.000000e+00;1.522643e+00 
6.548327e-02;0.000000e+00;-1.707387e+00;-1.707387e+00;1.843041e-01;-1.523083e+00;0.000000e+00;1.523083e+00 
6.599510e-02;0.000000e+00;-1.661407e+00;-1.661407e+00;1.374198e-01;-1.523987e+00;0.000000e+00;1.523987e+00 
6.650693e-02;0.000000e+00;-1.614881e+00;-1.614881e+00;9.527062e-02;-1.519610e+00;0.000000e+00;1.519610e+00 
6.701876e-02;0.000000e+00;-1.567808e+00;-1.567808e+00;6.113048e-02;-1.506678e+00;0.000000e+00;1.506678e+00 
6.753059e-02;0.000000e+00;-1.520189e+00;-1.520189e+00;2.892971e-02;-1.491260e+00;0.000000e+00;1.491260e+00 
6.804242e-02;0.000000e+00;-1.472024e+00;-1.472024e+00;-3.544569e-03;-1.475569e+00;0.000000e+00;1.475569e+00 
6.855425e-02;0.000000e+00;-1.423310e+00;-1.423310e+00;-3.762143e-02;-1.460932e+00;0.000000e+00;1.460932e+00 
6.906608e-02;0.000000e+00;-1.374046e+00;-1.374046e+00;-6.914126e-02;-1.443188e+00;0.000000e+00;1.443188e+00 
6.957791e-02;0.000000e+00;-1.324230e+00;-1.324230e+00;-9.388852e-02;-1.418118e+00;0.000000e+00;1.418118e+00 
7.008974e-02;0.000000e+00;-1.246650e+00;-1.246650e+00;-1.130040e-01;-1.359654e+00;0.000000e+00;1.359654e+00 
7.060157e-02;0.000000e+00;-1.182348e+00;-1.182348e+00;-1.293939e-01;-1.311742e+00;0.000000e+00;1.311742e+00 
7.111340e-02;0.000000e+00;-1.118281e+00;-1.118281e+00;-1.408697e-01;-1.259151e+00;0.000000e+00;1.259151e+00 
7.162523e-02;0.000000e+00;-1.054447e+00;-1.054447e+00;-1.487958e-01;-1.203243e+00;0.000000e+00;1.203243e+00 
7.213706e-02;0.000000e+00;-9.908439e-01;-9.908439e-01;-1.544073e-01;-1.145251e+00;0.000000e+00;1.145251e+00 
7.264889e-02;0.000000e+00;-9.274682e-01;-9.274682e-01;-1.572947e-01;-1.084763e+00;0.000000e+00;1.084763e+00 
7.316072e-02;0.000000e+00;-8.643164e-01;-8.643164e-01;-1.551970e-01;-1.019513e+00;0.000000e+00;1.019513e+00 
7.367255e-02;0.000000e+00;-8.013843e-01;-8.013843e-01;-1.503420e-01;-9.517263e-01;0.000000e+00;9.517263e-01 
7.418438e-02;0.000000e+00;-7.386679e-01;-7.386679e-01;-1.432677e-01;-8.819356e-01;0.000000e+00;8.819356e-01 
7.469621e-02;0.000000e+00;-6.761621e-01;-6.761621e-01;-1.351165e-01;-8.112786e-01;0.000000e+00;8.112786e-01 
7.520804e-02;0.000000e+00;-6.138615e-01;-6.138615e-01;-1.242092e-01;-7.380708e-01;0.000000e+00;7.380708e-01 
7.571987e-02;0.000000e+00;-5.517609e-01;-5.517609e-01;-1.145198e-01;-6.662807e-01;0.000000e+00;6.662807e-01 
7.623170e-02;0.000000e+00;-4.898537e-01;-4.898537e-01;-1.045585e-01;-5.944122e-01;0.000000e+00;5.944122e-01 
7.674353e-02;0.000000e+00;-4.281334e-01;-4.281334e-01;-9.081942e-02;-5.189529e-01;0.000000e+00;5.189529e-01 
7.725536e-02;0.000000e+00;-3.665935e-01;-3.665935e-01;-7.387844e-02;-4.404720e-01;0.000000e+00;4.404720e-01 
7.776719e-02;0.000000e+00;-3.052266e-01;-3.052266e-01;-5.587576e-02;-3.611024e-01;0.000000e+00;3.611024e-01 
7.827902e-02;0.000000e+00;-2.440248e-01;-2.440248e-01;-3.771495e-02;-2.817397e-01;0.000000e+00;2.817397e-01 
7.879085e-02;0.000000e+00;-1.829803e-01;-1.829803e-01;-1.633182e-02;-1.993121e-01;0.000000e+00;1.993121e-01 
7.930268e-02;0.000000e+00;-1.220846e-01;-1.220846e-01;6.449747e-03;-1.156349e-01;0.000000e+00;1.156349e-01 
7.981451e-02;0.000000e+00;-6.132911e-02;-6.132911e-02;2.942710e-02;-3.190201e-02;0.000000e+00;3.190201e-02 
8.032634e-02;0.000000e+00;1.271059e-02;1.271059e-02;5.294167e-02;6.565226e-02;6.565226e-02;6.565226e-02 
8.083817e-02;0.000000e+00;8.248581e-02;8.248581e-02;8.060211e-02;1.630879e-01;1.630879e-01;1.630879e-01 
8.135000e-02;0.000000e+00;1.513397e-01;1.513397e-01;1.120561e-01;2.633959e-01;2.633959e-01;2.633959e-01 
8.186183e-02;0.000000e+00;2.192861e-01;2.192861e-01;1.465848e-01;3.658709e-01;3.658709e-01;3.658709e-01 
8.237366e-02;0.000000e+00;2.863388e-01;2.863388e-01;1.818477e-01;4.681866e-01;4.681866e-01;4.681866e-01 
8.288549e-02;0.000000e+00;3.525122e-01;3.525122e-01;2.178877e-01;5.703999e-01;5.703999e-01;5.703999e-01 
8.339732e-02;0.000000e+00;4.178198e-01;4.178198e-01;2.534764e-01;6.712962e-01;6.712962e-01;6.712962e-01 
8.390915e-02;0.000000e+00;4.822759e-01;4.822759e-01;2.908397e-01;7.731157e-01;7.731157e-01;7.731157e-01 
8.442098e-02;0.000000e+00;5.458954e-01;5.458954e-01;3.318431e-01;8.777384e-01;8.777384e-01;8.777384e-01 
8.493281e-02;0.000000e+00;6.086920e-01;6.086920e-01;3.729525e-01;9.816445e-01;9.816445e-01;9.816445e-01 
8.544464e-02;0.000000e+00;6.706800e-01;6.706800e-01;4.125872e-01;1.083267e+00;1.083267e+00;1.083267e+00 
8.595647e-02;0.000000e+00;7.318740e-01;7.318740e-01;4.542843e-01;1.186158e+00;1.186158e+00;1.186158e+00 
8.646830e-02;0.000000e+00;7.922883e-01;7.922883e-01;4.962255e-01;1.288514e+00;1.288514e+00;1.288514e+00 
8.698013e-02;0.000000e+00;8.519376e-01;8.519376e-01;5.392828e-01;1.391220e+00;1.391220e+00;1.391220e+00 
8.749196e-02;0.000000e+00;9.108359e-01;9.108359e-01;5.836530e-01;1.494489e+00;1.494489e+00;1.494489e+00 
8.800379e-02;0.000000e+00;9.689979e-01;9.689979e-01;6.285794e-01;1.597577e+00;1.597577e+00;1.597577e+00 
8.851562e-02;0.000000e+00;1.026438e+00;1.026438e+00;6.736347e-01;1.700073e+00;1.700073e+00;1.700073e+00 
8.902745e-02;0.000000e+00;1.083171e+00;1.083171e+00;7.178438e-01;1.801015e+00;1.801015e+00;1.801015e+00 
8.953928e-02;0.000000e+00;1.139212e+00;1.139212e+00;7.618550e-01;1.901067e+00;1.901067e+00;1.901067e+00 
9.005111e-02;0.000000e+00;1.197195e+00;1.197195e+00;8.058491e-01;2.003044e+00;2.003044e+00;2.003044e+00 
9.056294e-02;0.000000e+00;1.257066e+00;1.257066e+00;8.511878e-01;2.108254e+00;2.108254e+00;2.108254e+00 
9.107477e-02;0.000000e+00;1.315583e+00;1.315583e+00;8.994796e-01;2.215063e+00;2.215063e+00;2.215063e+00 
9.158660e-02;0.000000e+00;1.372771e+00;1.372771e+00;9.484554e-01;2.321227e+00;2.321227e+00;2.321227e+00 
9.209843e-02;0.000000e+00;1.428654e+00;1.428654e+00;9.958095e-01;2.424463e+00;2.424463e+00;2.424463e+00 
9.261026e-02;0.000000e+00;1.483252e+00;1.483252e+00;1.042736e+00;2.525988e+00;2.525988e+00;2.525988e+00 
9.312209e-02;0.000000e+00;1.536591e+00;1.536591e+00;1.090096e+00;2.626687e+00;2.626687e+00;2.626687e+00 
9.363392e-02;0.000000e+00;1.588693e+00;1.588693e+00;1.139217e+00;2.727910e+00;2.727910e+00;2.727910e+00 
9.414575e-02;0.000000e+00;1.639580e+00;1.639580e+00;1.187223e+00;2.826803e+00;2.826803e+00;2.826803e+00 
9.465758e-02;0.000000e+00;1.689273e+00;1.689273e+00;1.234030e+00;2.923303e+00;2.923303e+00;2.923303e+00 
9.516941e-02;0.000000e+00;1.737797e+00;1.737797e+00;1.280142e+00;3.017939e+00;3.017939e+00;3.017939e+00 
9.568124e-02;0.000000e+00;1.785172e+00;1.785172e+00;1.324654e+00;3.109825e+00;3.109825e+00;3.109825e+00 
9.619307e-02;0.000000e+00;1.831419e+00;1.831419e+00;1.370259e+00;3.201677e+00;3.201677e+00;3.201677e+00 
9.670490e-02;0.000000e+00;1.876560e+00;1.876560e+00;1.420092e+00;3.296652e+00;3.296652e+00;3.296652e+00 
9.721673e-02;0.000000e+00;1.920617e+00;1.920617e+00;1.469709e+00;3.390326e+00;3.390326e+00;3.390326e+00 
9.772856e-02;0.000000e+00;1.963610e+00;1.963610e+00;1.515635e+00;3.479245e+00;3.479245e+00;3.479245e+00 
9.824039e-02;0.000000e+00;2.005561e+00;2.005561e+00;1.560022e+00;3.565583e+00;3.565583e+00;3.565583e+00 
9.875222e-02;0.000000e+00;2.046489e+00;2.046489e+00;1.605149e+00;3.651638e+00;3.651638e+00;3.651638e+00 
9.926405e-02;0.000000e+00;2.086415e+00;2.086415e+00;1.648583e+00;3.734998e+00;3.734998e+00;3.734998e+00 
9.977588e-02;0.000000e+00;2.125359e+00;2.125359e+00;1.691158e+00;3.816517e+00;3.816517e+00;3.816517e+00 
1.002877e-01;0.000000e+00;2.173362e+00;2.173362e+00;1.738120e+00;3.911482e+00;3.911482e+00;3.911482e+00 
1.007995e-01;0.000000e+00;2.211718e+00;2.211718e+00;1.784976e+00;3.996694e+00;3.996694e+00;3.996694e+00 
1.013114e-01;0.000000e+00;2.248643e+00;2.248643e+00;1.831365e+00;4.080008e+00;4.080008e+00;4.080008e+00 
1.018232e-01;0.000000e+00;2.284165e+00;2.284165e+00;1.878033e+00;4.162198e+00;4.162198e+00;4.162198e+00 
1.023350e-01;0.000000e+00;2.318316e+00;2.318316e+00;1.922787e+00;4.241103e+00;4.241103e+00;4.241103e+00 
1.028469e-01;0.000000e+00;2.351125e+00;2.351125e+00;1.965784e+00;4.316909e+00;4.316909e+00;4.316909e+00 
1.033587e-01;0.000000e+00;2.382623e+00;2.382623e+00;2.006674e+00;4.389297e+00;4.389297e+00;4.389297e+00 
1.038705e-01;0.000000e+00;2.412839e+00;2.412839e+00;2.045453e+00;4.458292e+00;4.458292e+00;4.458292e+00 
1.043823e-01;0.000000e+00;2.441802e+00;2.441802e+00;2.084213e+00;4.526015e+00;4.526015e+00;4.526015e+00 
1.048942e-01;0.000000e+00;2.469541e+00;2.469541e+00;2.121074e+00;4.590615e+00;4.590615e+00;4.590615e+00 
1.054060e-01;0.000000e+00;2.496086e+00;2.496086e+00;2.158649e+00;4.654735e+00;4.654735e+00;4.654735e+00 
1.059178e-01;0.000000e+00;2.521465e+00;2.521465e+00;2.197318e+00;4.718782e+00;4.718782e+00;4.718782e+00 
1.064297e-01;0.000000e+00;2.545706e+00;2.545706e+00;2.232639e+00;4.778345e+00;4.778345e+00;4.778345e+00 
1.069415e-01;0.000000e+00;2.568837e+00;2.568837e+00;2.262970e+00;4.831807e+00;4.831807e+00;4.831807e+00 
1.074533e-01;0.000000e+00;2.590887e+00;2.590887e+00;2.293535e+00;4.884423e+00;4.884423e+00;4.884423e+00 
