2, 3.0, 3.0
3, 0.54, 0.67
4, 0.4, 0.4
5, 0.34, 0.37
6, 0.27, 0.26
7, 0.27, 0.27
8, 0.29, 0.27
9, 0.26, 0.27
10, 0.29, 0.27
11, 0.24, 0.23
12, 0.27, 0.25
13, 0.27, 0.25
14, 0.26, 0.25
15, 0.25, 0.24
16, 0.24, 0.22
17, 0.27, 0.25
18, 0.26, 0.25
19, 0.24, 0.23
20, 0.24, 0.22
21, 0.25, 0.23
22, 0.24, 0.22
23, 0.26, 0.24
24, 0.25, 0.23
25, 0.23, 0.22
26, 0.24, 0.21
27, 0.25, 0.23
28, 0.25, 0.23
29, 0.25, 0.23
30, 0.23, 0.21
31, 0.24, 0.22
32, 0.24, 0.22
33, 0.26, 0.24
34, 0.25, 0.23
35, 0.26, 0.24
36, 0.24, 0.22
37, 0.26, 0.24
38, 0.24, 0.22
39, 0.22, 0.21
40, 0.25, 0.23
41, 0.23, 0.21
42, 0.24, 0.22
43, 0.24, 0.22
44, 0.24, 0.22
45, 0.26, 0.24
46, 0.25, 0.23
47, 0.24, 0.22
48, 0.25, 0.23
49, 0.26, 0.23
50, 0.24, 0.22
51, 0.24, 0.21
52, 0.25, 0.23
53, 0.24, 0.22
54, 0.25, 0.23
55, 0.24, 0.22
56, 0.24, 0.22
57, 0.23, 0.21
58, 0.24, 0.22
59, 0.24, 0.22
60, 0.24, 0.22
61, 0.24, 0.22
62, 0.25, 0.23
63, 0.25, 0.23
64, 0.25, 0.22
65, 0.25, 0.23
66, 0.25, 0.23
67, 0.25, 0.23
68, 0.25, 0.23
69, 0.25, 0.23
70, 0.24, 0.22
71, 0.23, 0.21
72, 0.24, 0.21
73, 0.24, 0.23
74, 0.23, 0.21
75, 0.24, 0.22
76, 0.24, 0.22
77, 0.24, 0.21
78, 0.24, 0.22
79, 0.25, 0.22
80, 0.25, 0.23
81, 0.24, 0.22
82, 0.25, 0.23
83, 0.25, 0.22
84, 0.25, 0.22
85, 0.24, 0.22
86, 0.24, 0.22
87, 0.24, 0.21
88, 0.24, 0.22
89, 0.24, 0.22
90, 0.24, 0.22
91, 0.23, 0.21
92, 0.25, 0.23
93, 0.25, 0.22
94, 0.23, 0.21
95, 0.25, 0.23
96, 0.24, 0.22
97, 0.25, 0.23
98, 0.24, 0.22
99, 0.24, 0.22
100, 0.24, 0.22
500, 0.24, 0.22
1000, 0.24, 0.22
2000, 0.24, 0.22
3000, 0.24, 0.22
4000, 0.24, 0.22
5000, 0.24, 0.22
