2, 3.0, 3.0
3, 1.47, 1.95
4, 1.41, 1.53
5, 1.12, 1.26
6, 1.3, 1.36
7, 1.1, 1.19
8, 1.14, 1.18
9, 1.11, 1.16
10, 1.08, 1.11
11, 1.13, 1.19
12, 1.08, 1.1
13, 1.05, 1.09
14, 1.09, 1.11
15, 1.08, 1.11
16, 1.12, 1.14
17, 1.05, 1.08
18, 1.05, 1.07
19, 1.09, 1.1
20, 1.11, 1.13
21, 1.09, 1.12
22, 1.09, 1.1
23, 1.05, 1.07
24, 1.08, 1.09
25, 1.11, 1.11
26, 1.12, 1.14
27, 1.08, 1.09
28, 1.08, 1.09
29, 1.08, 1.1
30, 1.11, 1.13
31, 1.09, 1.11
32, 1.09, 1.1
33, 1.06, 1.07
34, 1.06, 1.08
35, 1.04, 1.06
36, 1.09, 1.1
37, 1.05, 1.06
38, 1.1, 1.11
39, 1.13, 1.14
40, 1.06, 1.08
41, 1.11, 1.12
42, 1.08, 1.09
43, 1.07, 1.09
44, 1.08, 1.1
45, 1.05, 1.06
46, 1.08, 1.09
47, 1.07, 1.08
48, 1.07, 1.08
49, 1.06, 1.08
50, 1.08, 1.09
51, 1.09, 1.11
52, 1.05, 1.06
53, 1.08, 1.09
54, 1.07, 1.08
55, 1.07, 1.08
56, 1.09, 1.1
57, 1.1, 1.11
58, 1.09, 1.11
59, 1.08, 1.1
60, 1.08, 1.09
61, 1.07, 1.09
62, 1.07, 1.08
63, 1.06, 1.08
64, 1.08, 1.09
65, 1.09, 1.09
66, 1.06, 1.07
67, 1.05, 1.07
68, 1.07, 1.08
69, 1.05, 1.06
70, 1.08, 1.09
71, 1.11, 1.11
72, 1.11, 1.12
73, 1.08, 1.08
74, 1.09, 1.1
75, 1.08, 1.09
76, 1.09, 1.1
77, 1.11, 1.13
78, 1.07, 1.08
79, 1.08, 1.08
80, 1.08, 1.09
81, 1.09, 1.1
82, 1.08, 1.08
83, 1.06, 1.08
84, 1.07, 1.08
85, 1.07, 1.08
86, 1.08, 1.09
87, 1.09, 1.1
88, 1.08, 1.09
89, 1.1, 1.1
90, 1.09, 1.1
91, 1.1, 1.1
92, 1.07, 1.08
93, 1.07, 1.08
94, 1.09, 1.1
95, 1.06, 1.07
96, 1.08, 1.09
97, 1.06, 1.07
98, 1.08, 1.09
99, 1.09, 1.1
100, 1.08, 1.09
500, 1.08, 1.09
1000, 1.08, 1.08
2000, 1.08, 1.09
3000, 1.08, 1.09
4000, 1.08, 1.09
5000, 1.08, 1.09
