[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465084 1.06465084 1.06465084]
[1.06465067 1.06465067 1.06465067]
[1.06464753 1.06464753 1.06464753]
[1.06463548 1.06463548 1.06463548]
[1.06460843 1.06460843 1.06460843]
[1.06456096 1.06456096 1.06456096]
[1.06448661 1.06448661 1.06448661]
[1.06437997 1.06437997 1.06437997]
[1.06423493 1.06423493 1.06423493]
[1.06404574 1.06404574 1.06404574]
[1.0638068 1.0638068 1.0638068]
[1.06351202 1.06351202 1.06351202]
[1.06315597 1.06315597 1.06315597]
[1.0627329 1.0627329 1.0627329]
[1.06223723 1.06223723 1.06223723]
[1.06166336 1.06166336 1.06166336]
[1.0610059 1.0610059 1.0610059]
[1.06025942 1.06025942 1.06025942]
[1.05941852 1.05941852 1.05941852]
[1.05847796 1.05847796 1.05847796]
[1.05743269 1.05743269 1.05743269]
[1.05627728 1.05627728 1.05627728]
[1.05500703 1.05500703 1.05500703]
[1.0536167 1.0536167 1.0536167]
[1.05210175 1.05210175 1.05210175]
[1.0504573 1.0504573 1.0504573]
[1.04867846 1.04867846 1.04867846]
[1.04676122 1.04676122 1.04676122]
[1.04470068 1.04470068 1.04470068]
[1.04249267 1.04249267 1.04249267]
[1.04013298 1.04013298 1.04013298]
[1.03761761 1.03761761 1.03761761]
[1.03494255 1.03494255 1.03494255]
[1.03210377 1.03210377 1.03210377]
[1.02909796 1.02909796 1.02909796]
[1.02592111 1.02592111 1.02592111]
[1.02257008 1.02257008 1.02257008]
[1.0190412 1.0190412 1.0190412]
[1.01533168 1.01533168 1.01533168]
[1.01143837 1.01143837 1.01143837]
[1.00735832 1.00735832 1.00735832]
[1.00308872 1.00308872 1.00308872]
[0.99862713 0.99862713 0.99862713]
[0.99397112 0.99397112 0.99397112]
[0.98911806 0.98911806 0.98911806]
[0.9840662 0.9840662 0.9840662]
[0.97881346 0.97881346 0.97881346]
[0.97335773 0.97335773 0.97335773]
[0.96769763 0.96769763 0.96769763]
[0.96183158 0.96183158 0.96183158]
[0.95575836 0.95575836 0.95575836]
[0.94947639 0.94947639 0.94947639]
[0.94298499 0.94298499 0.94298499]
[0.9362831 0.9362831 0.9362831]
[0.9293702 0.9293702 0.9293702]
[0.92224576 0.92224576 0.92224576]
[0.9149091 0.9149091 0.9149091]
[0.90736038 0.90736038 0.90736038]
[0.89959925 0.89959925 0.89959925]
[0.89162606 0.89162606 0.89162606]
[0.88344099 0.88344099 0.88344099]
[0.87504456 0.87504456 0.87504456]
[0.86643729 0.86643729 0.86643729]
[0.85762006 0.85762006 0.85762006]
[0.84859374 0.84859374 0.84859374]
[0.83935956 0.83935956 0.83935956]
[0.82991855 0.82991855 0.82991855]
[0.82027246 0.82027246 0.82027246]
[0.81042269 0.81042269 0.81042269]
[0.80037117 0.80037117 0.80037117]
[0.79011963 0.79011963 0.79011963]
[0.77966999 0.77966999 0.77966999]
[0.76902488 0.76902488 0.76902488]
[0.75818639 0.75818639 0.75818639]
[0.74715713 0.74715713 0.74715713]
[0.73593972 0.73593972 0.73593972]
[0.72453696 0.72453696 0.72453696]
[0.71295199 0.71295199 0.71295199]
[0.70118777 0.70118777 0.70118777]
[0.68924745 0.68924745 0.68924745]
[0.67713469 0.67713469 0.67713469]
[0.66485281 0.66485281 0.66485281]
[0.65240547 0.65240547 0.65240547]
[0.63979634 0.63979634 0.63979634]
[0.62702961 0.62702961 0.62702961]
[0.61410928 0.61410928 0.61410928]
[0.60103921 0.60103921 0.60103921]
[0.58782375 0.58782375 0.58782375]
[0.57446762 0.57446762 0.57446762]
[0.56097483 0.56097483 0.56097483]
[0.54735026 0.54735026 0.54735026]
[0.53359847 0.53359847 0.53359847]
[0.51972449 0.51972449 0.51972449]
[0.50573289 0.50573289 0.50573289]
[0.49162888 0.49162888 0.49162888]
[0.47741736 0.47741736 0.47741736]
[0.46310374 0.46310374 0.46310374]
[0.44869291 0.44869291 0.44869291]
[0.43419044 0.43419044 0.43419044]
[0.41960159 0.41960159 0.41960159]
[0.40493192 0.40493192 0.40493192]
[0.39018685 0.39018685 0.39018685]
[0.37537198 0.37537198 0.37537198]
[0.36049287 0.36049287 0.36049287]
[0.3455553 0.3455553 0.3455553]
[0.33056501 0.33056501 0.33056501]
[0.3155276 0.3155276 0.3155276]
[0.30044901 0.30044901 0.30044901]
[0.28533498 0.28533498 0.28533498]
[0.27019128 0.27019128 0.27019128]
[0.25502419 0.25502419 0.25502419]
[0.23983913 0.23983913 0.23983913]
[0.2246422 0.2246422 0.2246422]
[0.20943951 0.20943951 0.20943951]
[0.19423682 0.19423682 0.19423682]
[0.17903989 0.17903989 0.17903989]
[0.16385491 0.16385491 0.16385491]
[0.14868767 0.14868767 0.14868767]
[0.13354411 0.13354411 0.13354411]
[0.11843008 0.11843008 0.11843008]
[0.10335145 0.10335145 0.10335145]
[0.08831406 0.08831406 0.08831406]
[0.07332369 0.07332369 0.07332369]
[0.05838612 0.05838612 0.05838612]
[0.04350704 0.04350704 0.04350704]
[0.02869217 0.02869217 0.02869217]
[0.01394708 0.01394708 0.01394708]
[-0.00072261 -0.00072261 -0.00072261]
[-0.01531142 -0.01531142 -0.01531142]
[-0.02981389 -0.02981389 -0.02981389]
[-0.04422464 -0.04422464 -0.04422464]
[-0.05853836 -0.05853836 -0.05853836]
[-0.07274981 -0.07274981 -0.07274981]
[-0.08685387 -0.08685387 -0.08685387]
[-0.10084542 -0.10084542 -0.10084542]
[-0.1147195 -0.1147195 -0.1147195]
[-0.12847123 -0.12847123 -0.12847123]
[-0.14209581 -0.14209581 -0.14209581]
[-0.15558853 -0.15558853 -0.15558853]
[-0.1689448 -0.1689448 -0.1689448]
[-0.18216019 -0.18216019 -0.18216019]
[-0.19523026 -0.19523026 -0.19523026]
[-0.20815058 -0.20815058 -0.20815058]
[-0.22091732 -0.22091732 -0.22091732]
[-0.23352645 -0.23352645 -0.23352645]
[-0.24597379 -0.24597379 -0.24597379]
[-0.25825567 -0.25825567 -0.25825567]
[-0.27036843 -0.27036843 -0.27036843]
[-0.28230875 -0.28230875 -0.28230875]
[-0.29407297 -0.29407297 -0.29407297]
[-0.30565794 -0.30565794 -0.30565794]
[-0.3170607 -0.3170607 -0.3170607]
[-0.32827811 -0.32827811 -0.32827811]
[-0.33930737 -0.33930737 -0.33930737]
[-0.35014586 -0.35014586 -0.35014586]
[-0.36079097 -0.36079097 -0.36079097]
[-0.37124061 -0.37124061 -0.37124061]
[-0.38149215 -0.38149215 -0.38149215]
[-0.39154367 -0.39154367 -0.39154367]
[-0.40139344 -0.40139344 -0.40139344]
[-0.41103953 -0.41103953 -0.41103953]
[-0.42048053 -0.42048053 -0.42048053]
[-0.42971472 -0.42971472 -0.42971472]
[-0.43874104 -0.43874104 -0.43874104]
[-0.44755827 -0.44755827 -0.44755827]
[-0.45616554 -0.45616554 -0.45616554]
[-0.46456197 -0.46456197 -0.46456197]
[-0.47274704 -0.47274704 -0.47274704]
[-0.48072022 -0.48072022 -0.48072022]
[-0.48848135 -0.48848135 -0.48848135]
[-0.49603008 -0.49603008 -0.49603008]
[-0.50336674 -0.50336674 -0.50336674]
[-0.51049118 -0.51049118 -0.51049118]
[-0.51740408 -0.51740408 -0.51740408]
[-0.52410597 -0.52410597 -0.52410597]
[-0.53059737 -0.53059737 -0.53059737]
[-0.53687933 -0.53687933 -0.53687933]
[-0.54295256 -0.54295256 -0.54295256]
[-0.54881861 -0.54881861 -0.54881861]
[-0.55447871 -0.55447871 -0.55447871]
[-0.55993444 -0.55993444 -0.55993444]
[-0.56518718 -0.56518718 -0.56518718]
[-0.57023903 -0.57023903 -0.57023903]
[-0.5750921 -0.5750921 -0.5750921]
[-0.57974811 -0.57974811 -0.57974811]
[-0.5842097 -0.5842097 -0.5842097]
[-0.5884793 -0.5884793 -0.5884793]
[-0.59255935 -0.59255935 -0.59255935]
[-0.59645266 -0.59645266 -0.59645266]
[-0.60016218 -0.60016218 -0.60016218]
[-0.60369106 -0.60369106 -0.60369106]
[-0.60704209 -0.60704209 -0.60704209]
[-0.61021894 -0.61021894 -0.61021894]
[-0.61322475 -0.61322475 -0.61322475]
[-0.61606353 -0.61606353 -0.61606353]
[-0.61873859 -0.61873859 -0.61873859]
[-0.62125396 -0.62125396 -0.62125396]
[-0.62361365 -0.62361365 -0.62361365]
[-0.62582166 -0.62582166 -0.62582166]
[-0.6278822 -0.6278822 -0.6278822]
[-0.62979944 -0.62979944 -0.62979944]
[-0.63157828 -0.63157828 -0.63157828]
[-0.63322273 -0.63322273 -0.63322273]
[-0.63473768 -0.63473768 -0.63473768]
[-0.63612801 -0.63612801 -0.63612801]
[-0.63739826 -0.63739826 -0.63739826]
[-0.63855367 -0.63855367 -0.63855367]
[-0.63959894 -0.63959894 -0.63959894]
[-0.6405395 -0.6405395 -0.6405395]
[-0.6413804 -0.6413804 -0.6413804]
[-0.64212688 -0.64212688 -0.64212688]
[-0.64278434 -0.64278434 -0.64278434]
[-0.64335821 -0.64335821 -0.64335821]
[-0.64385388 -0.64385388 -0.64385388]
[-0.64427695 -0.64427695 -0.64427695]
[-0.644633 -0.644633 -0.644633]
[-0.64492778 -0.64492778 -0.64492778]
[-0.64516672 -0.64516672 -0.64516672]
[-0.64535591 -0.64535591 -0.64535591]
[-0.64550095 -0.64550095 -0.64550095]
[-0.64560759 -0.64560759 -0.64560759]
[-0.64568194 -0.64568194 -0.64568194]
[-0.64572941 -0.64572941 -0.64572941]
[-0.64575646 -0.64575646 -0.64575646]
[-0.64576851 -0.64576851 -0.64576851]
[-0.64577165 -0.64577165 -0.64577165]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
[-0.64577182 -0.64577182 -0.64577182]
