time;fx (forward);fy (lateral);fz (vertical)
data are dimensionless (using rho_f, R, f as reference); kinematic model parameters: PHI=120, phi_m=20, dTau=+0.05
9.510000e-01;-3.083477e-01;2.340636e-01;-2.163880e-01
9.520000e-01;-3.032794e-01;2.308349e-01;-2.102886e-01
9.530000e-01;-2.896188e-01;2.164905e-01;-1.949334e-01
9.540000e-01;-2.705013e-01;1.916520e-01;-1.698092e-01
9.550000e-01;-2.468362e-01;1.589018e-01;-1.361553e-01
9.560000e-01;-2.175641e-01;1.188771e-01;-9.748758e-02
9.570000e-01;-1.835583e-01;7.182096e-02;-5.420559e-02
9.580000e-01;-1.475073e-01;1.913286e-02;-3.974973e-03
9.590000e-01;-1.100813e-01;-3.668539e-02;4.843924e-02
9.600000e-01;-7.074979e-02;-9.542282e-02;1.022023e-01
9.610000e-01;-3.080903e-02;-1.551859e-01;1.562139e-01
9.620000e-01;8.724007e-03;-2.151761e-01;2.117060e-01
9.630000e-01;4.771902e-02;-2.752848e-01;2.666810e-01
9.640000e-01;8.715466e-02;-3.356425e-01;3.221716e-01
9.650000e-01;1.262562e-01;-3.956083e-01;3.779513e-01
9.660000e-01;1.645471e-01;-4.550345e-01;4.325796e-01
9.670000e-01;2.022404e-01;-5.155337e-01;4.870574e-01
9.680000e-01;2.407871e-01;-5.764696e-01;5.407043e-01
9.690000e-01;2.792996e-01;-6.371160e-01;5.933223e-01
9.700000e-01;3.167358e-01;-6.977290e-01;6.461124e-01
9.710000e-01;3.525964e-01;-7.566968e-01;6.965048e-01
9.720000e-01;3.881489e-01;-8.154127e-01;7.439839e-01
9.730000e-01;4.229828e-01;-8.734202e-01;7.909137e-01
9.740000e-01;4.557178e-01;-9.312355e-01;8.378356e-01
9.750000e-01;4.878727e-01;-9.893993e-01;8.833041e-01
9.760000e-01;5.214557e-01;-1.047819e+00;9.277502e-01
9.770000e-01;5.552481e-01;-1.106849e+00;9.701504e-01
9.780000e-01;5.881346e-01;-1.167791e+00;1.011974e+00
9.790000e-01;6.207684e-01;-1.228847e+00;1.053965e+00
9.800000e-01;6.526699e-01;-1.291314e+00;1.095075e+00
9.810000e-01;6.838526e-01;-1.352185e+00;1.132687e+00
9.820000e-01;7.139534e-01;-1.412370e+00;1.166676e+00
9.830000e-01;7.436006e-01;-1.471867e+00;1.196735e+00
9.840000e-01;7.708775e-01;-1.530131e+00;1.225950e+00
9.850000e-01;7.968321e-01;-1.587290e+00;1.253276e+00
9.860000e-01;8.225378e-01;-1.646659e+00;1.276514e+00
9.870000e-01;8.489533e-01;-1.706295e+00;1.299844e+00
9.880000e-01;8.733662e-01;-1.766445e+00;1.321619e+00
9.890000e-01;8.983202e-01;-1.825893e+00;1.340806e+00
9.900000e-01;9.226876e-01;-1.886664e+00;1.358629e+00
9.910000e-01;9.452918e-01;-1.946353e+00;1.371600e+00
9.920000e-01;9.664510e-01;-2.002757e+00;1.381637e+00
9.930000e-01;9.847186e-01;-2.060865e+00;1.388257e+00
9.940000e-01;1.004027e+00;-2.115542e+00;1.390982e+00
9.950000e-01;1.021561e+00;-2.168294e+00;1.391678e+00
9.960000e-01;1.036956e+00;-2.221019e+00;1.389964e+00
9.970000e-01;1.051057e+00;-2.276394e+00;1.384967e+00
9.980000e-01;1.066633e+00;-2.329668e+00;1.378189e+00
9.990000e-01;1.080970e+00;-2.386867e+00;1.369549e+00
