time;alpha;phi;theta;alpha_dot;phi_dot;theta_dot
data in degree and degree/T; model parameters: PHI=120, phi_m=20, dTau=+0.05
0.000000e+00;-2.759949e+01;7.687736e+01;-5.969370e+00;5.053887e+02;1.328494e+01;1.189333e+00
1.000000e-03;-2.708641e+01;7.690393e+01;-5.966991e+00;5.207623e+02;2.555981e+01;2.728559e+00
2.000000e-03;-2.655796e+01;7.692848e+01;-5.963913e+00;5.361055e+02;2.354174e+01;3.432852e+00
3.000000e-03;-2.601420e+01;7.695101e+01;-5.960126e+00;5.514032e+02;2.152788e+01;4.146162e+00
4.000000e-03;-2.545516e+01;7.697153e+01;-5.955621e+00;5.666403e+02;1.951821e+01;4.868489e+00
5.000000e-03;-2.488092e+01;7.699005e+01;-5.950389e+00;5.818017e+02;1.751274e+01;5.599833e+00
6.000000e-03;-2.429155e+01;7.700656e+01;-5.944421e+00;5.968726e+02;1.551146e+01;6.340194e+00
7.000000e-03;-2.368717e+01;7.702107e+01;-5.937708e+00;6.118380e+02;1.351439e+01;7.089571e+00
8.000000e-03;-2.306788e+01;7.703359e+01;-5.930242e+00;6.266832e+02;1.152151e+01;7.847965e+00
9.000000e-03;-2.243380e+01;7.704411e+01;-5.922012e+00;6.413934e+02;9.532834e+00;8.615375e+00
1.000000e-02;-2.178509e+01;7.705265e+01;-5.913011e+00;6.559543e+02;7.547537e+00;9.390451e+00
1.100000e-02;-2.112190e+01;7.705921e+01;-5.903231e+00;6.703514e+02;5.564940e+00;1.017031e+01
1.200000e-02;-2.044439e+01;7.706378e+01;-5.892670e+00;6.845705e+02;3.586058e+00;1.095400e+01
1.300000e-02;-1.975275e+01;7.706638e+01;-5.881323e+00;6.985975e+02;1.611776e+00;1.174212e+01
1.400000e-02;-1.904719e+01;7.706701e+01;-5.869186e+00;7.124188e+02;-3.579071e-01;1.253465e+01
1.500000e-02;-1.832792e+01;7.706567e+01;-5.856254e+00;7.260205e+02;-2.322991e+00;1.333161e+01
1.600000e-02;-1.759515e+01;7.706236e+01;-5.842523e+00;7.393893e+02;-4.283476e+00;1.413299e+01
1.700000e-02;-1.684914e+01;7.705710e+01;-5.827988e+00;7.525119e+02;-6.239361e+00;1.493880e+01
1.800000e-02;-1.609013e+01;7.704988e+01;-5.812645e+00;7.653756e+02;-8.190648e+00;1.574902e+01
1.900000e-02;-1.531839e+01;7.704072e+01;-5.796490e+00;7.779674e+02;-1.013734e+01;1.656367e+01
2.000000e-02;-1.453419e+01;7.702961e+01;-5.779518e+00;7.902751e+02;-1.208031e+01;1.738218e+01
2.100000e-02;-1.373784e+01;7.701656e+01;-5.761726e+00;8.022864e+02;-1.402037e+01;1.820193e+01
2.200000e-02;-1.292962e+01;7.700157e+01;-5.743114e+00;8.139895e+02;-1.595649e+01;1.902044e+01
2.300000e-02;-1.210986e+01;7.698464e+01;-5.723685e+00;8.253729e+02;-1.788773e+01;1.983723e+01
2.400000e-02;-1.127887e+01;7.696579e+01;-5.703440e+00;8.364253e+02;-1.981410e+01;2.065230e+01
2.500000e-02;-1.043701e+01;7.694502e+01;-5.682380e+00;8.471359e+02;-2.173559e+01;2.146566e+01
2.600000e-02;-9.584603e+00;7.692232e+01;-5.660508e+00;8.574940e+02;-2.365220e+01;2.227730e+01
2.700000e-02;-8.722020e+00;7.689771e+01;-5.637826e+00;8.674894e+02;-2.556394e+01;2.308723e+01
2.800000e-02;-7.849624e+00;7.687119e+01;-5.614334e+00;8.771123e+02;-2.747081e+01;2.389545e+01
2.900000e-02;-6.967795e+00;7.684277e+01;-5.590035e+00;8.863531e+02;-2.937279e+01;2.470194e+01
3.000000e-02;-6.076918e+00;7.681245e+01;-5.564930e+00;8.952028e+02;-3.127085e+01;2.550721e+01
3.100000e-02;-5.177389e+00;7.678023e+01;-5.539020e+00;9.036526e+02;-3.316583e+01;2.630934e+01
3.200000e-02;-4.269613e+00;7.674612e+01;-5.512311e+00;9.116942e+02;-3.505667e+01;2.710426e+01
3.300000e-02;-3.354001e+00;7.671011e+01;-5.484812e+00;9.193196e+02;-3.694241e+01;2.789032e+01
3.400000e-02;-2.430974e+00;7.667223e+01;-5.456531e+00;9.265214e+02;-3.882304e+01;2.866750e+01
3.500000e-02;-1.500958e+00;7.663247e+01;-5.427477e+00;9.332923e+02;-4.069856e+01;2.943580e+01
3.600000e-02;-5.643889e-01;7.659083e+01;-5.397659e+00;9.396258e+02;-4.256897e+01;3.019523e+01
3.700000e-02;3.782935e-01;7.654733e+01;-5.367086e+00;9.455155e+02;-4.443428e+01;3.094578e+01
3.800000e-02;1.326642e+00;7.650197e+01;-5.335768e+00;9.509557e+02;-4.629447e+01;3.168746e+01
3.900000e-02;2.280205e+00;7.645474e+01;-5.303711e+00;9.559410e+02;-4.814955e+01;3.242026e+01
4.000000e-02;3.238524e+00;7.640567e+01;-5.270927e+00;9.604665e+02;-5.000041e+01;3.314587e+01
4.100000e-02;4.201138e+00;7.635474e+01;-5.237420e+00;9.645277e+02;-5.184792e+01;3.386352e+01
4.200000e-02;5.167580e+00;7.630197e+01;-5.203200e+00;9.681206e+02;-5.369116e+01;3.456781e+01
4.300000e-02;6.137379e+00;7.624736e+01;-5.168284e+00;9.712416e+02;-5.552927e+01;3.525585e+01
4.400000e-02;7.110063e+00;7.619091e+01;-5.132688e+00;9.738877e+02;-5.736222e+01;3.592762e+01
4.500000e-02;8.085154e+00;7.613263e+01;-5.096429e+00;9.760562e+02;-5.919003e+01;3.658314e+01
4.600000e-02;9.062175e+00;7.607253e+01;-5.059522e+00;9.777451e+02;-6.101269e+01;3.722240e+01
4.700000e-02;1.004064e+01;7.601061e+01;-5.021984e+00;9.789527e+02;-6.283021e+01;3.784539e+01
4.800000e-02;1.102008e+01;7.594687e+01;-4.983831e+00;9.796777e+02;-6.464258e+01;3.845213e+01
4.900000e-02;1.200000e+01;7.588132e+01;-4.945080e+00;4.899597e+02;-6.644980e+01;3.904260e+01
5.000000e-02;1.200000e+01;7.581397e+01;-4.905746e+00;4.899597e+02;-6.825280e+01;3.961972e+01
5.100000e-02;1.297992e+01;7.574482e+01;-4.865840e+00;9.796777e+02;-7.005245e+01;4.018413e+01
5.200000e-02;1.395936e+01;7.567387e+01;-4.825378e+00;9.789527e+02;-7.184771e+01;4.072954e+01
5.300000e-02;1.493782e+01;7.560112e+01;-4.784381e+00;9.777451e+02;-7.363760e+01;4.125191e+01
5.400000e-02;1.591485e+01;7.552659e+01;-4.742874e+00;9.760562e+02;-7.542214e+01;4.175125e+01
5.500000e-02;1.688994e+01;7.545028e+01;-4.700879e+00;9.738877e+02;-7.720131e+01;4.222755e+01
5.600000e-02;1.786262e+01;7.537219e+01;-4.658419e+00;9.712416e+02;-7.897512e+01;4.268081e+01
5.700000e-02;1.883242e+01;7.529233e+01;-4.615517e+00;9.681206e+02;-8.074358e+01;4.311103e+01
5.800000e-02;1.979886e+01;7.521070e+01;-4.572197e+00;9.645277e+02;-8.250667e+01;4.351822e+01
5.900000e-02;2.076148e+01;7.512731e+01;-4.528481e+00;9.604665e+02;-8.426440e+01;4.390237e+01
6.000000e-02;2.171980e+01;7.504217e+01;-4.484392e+00;9.559410e+02;-8.601781e+01;4.426750e+01
6.100000e-02;2.267336e+01;7.495528e+01;-4.439946e+00;9.509557e+02;-8.776795e+01;4.461586e+01
6.200000e-02;2.362171e+01;7.486664e+01;-4.395160e+00;9.455155e+02;-8.951382e+01;4.494082e+01
6.300000e-02;2.456439e+01;7.477625e+01;-4.350064e+00;9.396258e+02;-9.125437e+01;4.523749e+01
6.400000e-02;2.550096e+01;7.468413e+01;-4.304685e+00;9.332923e+02;-9.298962e+01;4.550586e+01
6.500000e-02;2.643097e+01;7.459027e+01;-4.259052e+00;9.265214e+02;-9.471955e+01;4.574596e+01
6.600000e-02;2.735400e+01;7.449469e+01;-4.213193e+00;9.193196e+02;-9.644416e+01;4.595776e+01
6.700000e-02;2.826961e+01;7.439738e+01;-4.167137e+00;9.116942e+02;-9.816347e+01;4.614127e+01
6.800000e-02;2.917739e+01;7.429836e+01;-4.120911e+00;9.036526e+02;-9.987746e+01;4.629649e+01
6.900000e-02;3.007692e+01;7.419763e+01;-4.074544e+00;8.952028e+02;-1.015861e+02;4.642343e+01
7.000000e-02;3.096779e+01;7.409519e+01;-4.028064e+00;8.863531e+02;-1.032905e+02;4.652693e+01
7.100000e-02;3.184962e+01;7.399105e+01;-3.981490e+00;8.771123e+02;-1.049914e+02;4.661086e+01
7.200000e-02;3.272202e+01;7.388521e+01;-3.934842e+00;8.674894e+02;-1.066880e+02;4.666886e+01
7.300000e-02;3.358460e+01;7.377767e+01;-3.888152e+00;8.574940e+02;-1.083793e+02;4.669559e+01
7.400000e-02;3.443701e+01;7.366845e+01;-3.841451e+00;8.471359e+02;-1.100653e+02;4.669104e+01
7.500000e-02;3.527887e+01;7.355754e+01;-3.794770e+00;8.364253e+02;-1.117460e+02;4.665521e+01
7.600000e-02;3.610986e+01;7.344496e+01;-3.748141e+00;8.253729e+02;-1.134213e+02;4.658810e+01
7.700000e-02;3.692962e+01;7.333070e+01;-3.701594e+00;8.139895e+02;-1.150914e+02;4.648972e+01
7.800000e-02;3.773784e+01;7.321477e+01;-3.655161e+00;8.022864e+02;-1.167561e+02;4.636006e+01
7.900000e-02;3.853419e+01;7.309719e+01;-3.608874e+00;7.902751e+02;-1.184156e+02;4.619912e+01
8.000000e-02;3.931839e+01;7.297794e+01;-3.562763e+00;7.779674e+02;-1.200706e+02;4.601223e+01
8.100000e-02;4.009013e+01;7.285705e+01;-3.516849e+00;7.653756e+02;-1.217222e+02;4.580465e+01
8.200000e-02;4.084914e+01;7.273450e+01;-3.471154e+00;7.525119e+02;-1.233695e+02;4.557101e+01
8.300000e-02;4.159515e+01;7.261031e+01;-3.425707e+00;7.393893e+02;-1.250115e+02;4.530597e+01
8.400000e-02;4.232792e+01;7.248448e+01;-3.380542e+00;7.260205e+02;-1.266484e+02;4.500953e+01
8.500000e-02;4.304719e+01;7.235701e+01;-3.335688e+00;7.124188e+02;-1.282800e+02;4.468170e+01
8.600000e-02;4.375275e+01;7.222792e+01;-3.291178e+00;6.985975e+02;-1.299065e+02;4.432246e+01
8.700000e-02;4.444439e+01;7.209720e+01;-3.247043e+00;6.845705e+02;-1.315277e+02;4.393183e+01
8.800000e-02;4.512190e+01;7.196486e+01;-3.203315e+00;6.703514e+02;-1.331437e+02;4.350979e+01
8.900000e-02;4.578509e+01;7.183091e+01;-3.160024e+00;6.559543e+02;-1.347545e+02;4.305636e+01
9.000000e-02;4.643380e+01;7.169535e+01;-3.117202e+00;6.413934e+02;-1.363610e+02;4.257682e+01
9.100000e-02;4.706788e+01;7.155819e+01;-3.074870e+00;6.266832e+02;-1.379641e+02;4.207746e+01
9.200000e-02;4.768717e+01;7.141942e+01;-3.033047e+00;6.118380e+02;-1.395628e+02;4.155448e+01
9.300000e-02;4.829155e+01;7.127906e+01;-2.991761e+00;5.968726e+02;-1.411564e+02;4.100307e+01
9.400000e-02;4.888092e+01;7.113711e+01;-2.951041e+00;5.818017e+02;-1.427448e+02;4.042324e+01
9.500000e-02;4.945516e+01;7.099357e+01;-2.910915e+00;5.666403e+02;-1.443280e+02;3.981499e+01
9.600000e-02;5.001420e+01;7.084845e+01;-2.871411e+00;5.514032e+02;-1.459060e+02;3.917832e+01
9.700000e-02;5.055796e+01;7.070176e+01;-2.832558e+00;5.361055e+02;-1.474787e+02;3.851322e+01
9.800000e-02;5.108641e+01;7.055350e+01;-2.794385e+00;5.207623e+02;-1.490463e+02;3.781970e+01
9.900000e-02;5.159949e+01;7.040367e+01;-2.756919e+00;5.053887e+02;-1.506087e+02;3.709776e+01
1.000000e-01;5.209718e+01;7.025228e+01;-2.720189e+00;4.900000e+02;-1.521669e+02;3.635217e+01
1.010000e-01;5.257949e+01;7.009933e+01;-2.684214e+00;4.746113e+02;-1.537218e+02;3.558968e+01
1.020000e-01;5.304641e+01;6.994484e+01;-2.649010e+00;4.592377e+02;-1.552726e+02;3.480853e+01
1.030000e-01;5.349796e+01;6.978879e+01;-2.614597e+00;4.438945e+02;-1.568183e+02;3.400498e+01
1.040000e-01;5.393420e+01;6.963120e+01;-2.581000e+00;4.285968e+02;-1.583587e+02;3.317902e+01
1.050000e-01;5.435516e+01;6.947207e+01;-2.548239e+00;4.133597e+02;-1.598940e+02;3.233064e+01
1.060000e-01;5.476092e+01;6.931141e+01;-2.516338e+00;3.981983e+02;-1.614242e+02;3.145986e+01
1.070000e-01;5.515155e+01;6.914922e+01;-2.485320e+00;3.831274e+02;-1.629491e+02;3.056666e+01
1.080000e-01;5.552717e+01;6.898551e+01;-2.455205e+00;3.681620e+02;-1.644690e+02;2.965105e+01
1.090000e-01;5.588788e+01;6.882028e+01;-2.426017e+00;3.533168e+02;-1.659836e+02;2.871304e+01
1.100000e-01;5.623380e+01;6.865355e+01;-2.397779e+00;3.386066e+02;-1.674941e+02;2.775633e+01
1.110000e-01;5.656509e+01;6.848530e+01;-2.370505e+00;3.240457e+02;-1.690013e+02;2.678751e+01
1.120000e-01;5.688190e+01;6.831554e+01;-2.344204e+00;3.096486e+02;-1.705044e+02;2.580717e+01
1.130000e-01;5.718439e+01;6.814429e+01;-2.318890e+00;2.954295e+02;-1.720024e+02;2.481302e+01
1.140000e-01;5.747275e+01;6.797154e+01;-2.294578e+00;2.814025e+02;-1.734954e+02;2.380505e+01
1.150000e-01;5.774719e+01;6.779730e+01;-2.271280e+00;2.675812e+02;-1.749834e+02;2.278326e+01
1.160000e-01;5.800792e+01;6.762157e+01;-2.249011e+00;2.539795e+02;-1.764664e+02;2.174766e+01
1.170000e-01;5.825515e+01;6.744436e+01;-2.227785e+00;2.406107e+02;-1.779443e+02;2.069824e+01
1.180000e-01;5.848914e+01;6.726568e+01;-2.207615e+00;2.274881e+02;-1.794172e+02;1.963501e+01
1.190000e-01;5.871013e+01;6.708553e+01;-2.188515e+00;2.146244e+02;-1.808851e+02;1.855797e+01
1.200000e-01;5.891839e+01;6.690391e+01;-2.170499e+00;2.020326e+02;-1.823488e+02;1.746936e+01
1.210000e-01;5.911419e+01;6.672083e+01;-2.153576e+00;1.897249e+02;-1.838093e+02;1.637490e+01
1.220000e-01;5.929784e+01;6.653629e+01;-2.137749e+00;1.777136e+02;-1.852656e+02;1.527756e+01
1.230000e-01;5.946962e+01;6.635030e+01;-2.123021e+00;1.660105e+02;-1.867170e+02;1.417682e+01
1.240000e-01;5.962986e+01;6.616286e+01;-2.109396e+00;1.546271e+02;-1.881632e+02;1.307267e+01
1.250000e-01;5.977887e+01;6.597397e+01;-2.096876e+00;1.435747e+02;-1.896045e+02;1.196512e+01
1.260000e-01;5.991701e+01;6.578365e+01;-2.085465e+00;1.328641e+02;-1.910407e+02;1.085416e+01
1.270000e-01;6.004460e+01;6.559189e+01;-2.075167e+00;1.225060e+02;-1.924719e+02;9.739798e+00
1.280000e-01;6.016202e+01;6.539871e+01;-2.065986e+00;1.125106e+02;-1.938980e+02;8.622033e+00
1.290000e-01;6.026962e+01;6.520410e+01;-2.057923e+00;1.028877e+02;-1.953191e+02;7.500865e+00
1.300000e-01;6.036779e+01;6.500807e+01;-2.050984e+00;9.364688e+01;-1.967361e+02;6.376779e+00
1.310000e-01;6.045692e+01;6.481063e+01;-2.045170e+00;8.479718e+01;-1.981501e+02;5.253996e+00
1.320000e-01;6.053739e+01;6.461177e+01;-2.040476e+00;7.634737e+01;-1.995599e+02;4.137637e+00
1.330000e-01;6.060961e+01;6.441151e+01;-2.036895e+00;6.830578e+01;-2.009648e+02;3.029081e+00
1.340000e-01;6.067400e+01;6.420984e+01;-2.034418e+00;6.068036e+01;-2.023646e+02;1.928330e+00
1.350000e-01;6.073097e+01;6.400678e+01;-2.033038e+00;5.347862e+01;-2.037594e+02;8.353827e-01
1.360000e-01;6.078096e+01;6.380232e+01;-2.032747e+00;4.670767e+01;-2.051492e+02;-2.497599e-01
1.370000e-01;6.082439e+01;6.359648e+01;-2.033537e+00;4.037420e+01;-2.065339e+02;-1.327098e+00
1.380000e-01;6.086171e+01;6.338925e+01;-2.035401e+00;3.448446e+01;-2.079136e+02;-2.396632e+00
1.390000e-01;6.089336e+01;6.318065e+01;-2.038331e+00;2.904426e+01;-2.092882e+02;-3.458362e+00
1.400000e-01;6.091980e+01;6.297068e+01;-2.042318e+00;2.405896e+01;-2.106589e+02;-4.513688e+00
1.410000e-01;6.094148e+01;6.275933e+01;-2.047358e+00;1.953349e+01;-2.120265e+02;-5.560391e+00
1.420000e-01;6.095886e+01;6.254662e+01;-2.053439e+00;1.547232e+01;-2.133901e+02;-6.591643e+00
1.430000e-01;6.097242e+01;6.233255e+01;-2.060541e+00;1.187944e+01;-2.147486e+02;-7.604236e+00
1.440000e-01;6.098262e+01;6.211713e+01;-2.068647e+00;8.758417e+00;-2.161020e+02;-8.598168e+00
1.450000e-01;6.098994e+01;6.190035e+01;-2.077738e+00;6.112319e+00;-2.174503e+02;-9.573440e+00
1.460000e-01;6.099485e+01;6.168223e+01;-2.087794e+00;3.943759e+00;-2.187936e+02;-1.053005e+01
1.470000e-01;6.099782e+01;6.146276e+01;-2.098798e+00;2.254877e+00;-2.201317e+02;-1.146800e+01
1.480000e-01;6.099936e+01;6.124196e+01;-2.110730e+00;1.047342e+00;-2.214647e+02;-1.238730e+01
1.490000e-01;6.099992e+01;6.101983e+01;-2.123572e+00;3.223434e-01;-2.227927e+02;-1.328793e+01
1.500000e-01;6.100000e+01;6.079638e+01;-2.137306e+00;4.029890e-02;-2.241165e+02;-1.417312e+01
1.510000e-01;6.100000e+01;6.057160e+01;-2.151919e+00;0.000000e+00;-2.254371e+02;-1.504297e+01
1.520000e-01;6.100000e+01;6.034550e+01;-2.167392e+00;0.000000e+00;-2.267536e+02;-1.588958e+01
1.530000e-01;6.100000e+01;6.011809e+01;-2.183698e+00;0.000000e+00;-2.280650e+02;-1.670818e+01
1.540000e-01;6.100000e+01;5.988937e+01;-2.200808e+00;0.000000e+00;-2.293714e+02;-1.749877e+01
1.550000e-01;6.100000e+01;5.965935e+01;-2.218695e+00;0.000000e+00;-2.306728e+02;-1.826135e+01
1.560000e-01;6.100000e+01;5.942803e+01;-2.237331e+00;0.000000e+00;-2.319692e+02;-1.899591e+01
1.570000e-01;6.100000e+01;5.919541e+01;-2.256687e+00;0.000000e+00;-2.332605e+02;-1.970247e+01
1.580000e-01;6.100000e+01;5.896151e+01;-2.276736e+00;0.000000e+00;-2.345468e+02;-2.038101e+01
1.590000e-01;6.100000e+01;5.872632e+01;-2.297449e+00;0.000000e+00;-2.358281e+02;-2.103154e+01
1.600000e-01;6.100000e+01;5.848985e+01;-2.318799e+00;0.000000e+00;-2.371053e+02;-2.165884e+01
1.610000e-01;6.100000e+01;5.825211e+01;-2.340767e+00;0.000000e+00;-2.383792e+02;-2.226543e+01
1.620000e-01;6.100000e+01;5.801309e+01;-2.363330e+00;0.000000e+00;-2.396488e+02;-2.284308e+01
1.630000e-01;6.100000e+01;5.777281e+01;-2.386453e+00;0.000000e+00;-2.409132e+02;-2.338590e+01
1.640000e-01;6.100000e+01;5.753126e+01;-2.410102e+00;0.000000e+00;-2.421722e+02;-2.389386e+01
1.650000e-01;6.100000e+01;5.728846e+01;-2.434241e+00;0.000000e+00;-2.434259e+02;-2.436698e+01
1.660000e-01;6.100000e+01;5.704441e+01;-2.458836e+00;0.000000e+00;-2.446744e+02;-2.480526e+01
1.670000e-01;6.100000e+01;5.679912e+01;-2.483851e+00;0.000000e+00;-2.459175e+02;-2.520869e+01
1.680000e-01;6.100000e+01;5.655258e+01;-2.509253e+00;0.000000e+00;-2.471554e+02;-2.557727e+01
1.690000e-01;6.100000e+01;5.630480e+01;-2.535006e+00;0.000000e+00;-2.483879e+02;-2.591101e+01
1.700000e-01;6.100000e+01;5.605580e+01;-2.561075e+00;0.000000e+00;-2.496162e+02;-2.621582e+01
1.710000e-01;6.100000e+01;5.580557e+01;-2.587437e+00;0.000000e+00;-2.508413e+02;-2.649645e+01
1.720000e-01;6.100000e+01;5.555412e+01;-2.614068e+00;0.000000e+00;-2.520620e+02;-2.674520e+01
1.730000e-01;6.100000e+01;5.530145e+01;-2.640928e+00;0.000000e+00;-2.532774e+02;-2.695557e+01
1.740000e-01;6.100000e+01;5.504756e+01;-2.667979e+00;0.000000e+00;-2.544873e+02;-2.712755e+01
1.750000e-01;6.100000e+01;5.479247e+01;-2.695183e+00;0.000000e+00;-2.556919e+02;-2.726114e+01
1.760000e-01;6.100000e+01;5.453618e+01;-2.722501e+00;0.000000e+00;-2.568911e+02;-2.735635e+01
1.770000e-01;6.100000e+01;5.427869e+01;-2.749896e+00;0.000000e+00;-2.580849e+02;-2.741318e+01
1.780000e-01;6.100000e+01;5.402001e+01;-2.777328e+00;0.000000e+00;-2.592732e+02;-2.743161e+01
1.790000e-01;6.100000e+01;5.376014e+01;-2.804759e+00;0.000000e+00;-2.604562e+02;-2.741167e+01
1.800000e-01;6.100000e+01;5.349910e+01;-2.832151e+00;0.000000e+00;-2.616347e+02;-2.735985e+01
1.810000e-01;6.100000e+01;5.323688e+01;-2.859479e+00;0.000000e+00;-2.628097e+02;-2.728274e+01
1.820000e-01;6.100000e+01;5.297348e+01;-2.886716e+00;0.000000e+00;-2.639799e+02;-2.717387e+01
1.830000e-01;6.100000e+01;5.270892e+01;-2.913826e+00;0.000000e+00;-2.651446e+02;-2.702676e+01
1.840000e-01;6.100000e+01;5.244319e+01;-2.940770e+00;0.000000e+00;-2.663036e+02;-2.684140e+01
1.850000e-01;6.100000e+01;5.217631e+01;-2.967509e+00;0.000000e+00;-2.674571e+02;-2.661779e+01
1.860000e-01;6.100000e+01;5.190828e+01;-2.994006e+00;0.000000e+00;-2.686049e+02;-2.635593e+01
1.870000e-01;6.100000e+01;5.163910e+01;-3.020221e+00;0.000000e+00;-2.697472e+02;-2.605583e+01
1.880000e-01;6.100000e+01;5.136878e+01;-3.046117e+00;0.000000e+00;-2.708838e+02;-2.571748e+01
1.890000e-01;6.100000e+01;5.109733e+01;-3.071656e+00;0.000000e+00;-2.720149e+02;-2.534089e+01
1.900000e-01;6.100000e+01;5.082475e+01;-3.096799e+00;0.000000e+00;-2.731413e+02;-2.493254e+01
1.910000e-01;6.100000e+01;5.055105e+01;-3.121521e+00;0.000000e+00;-2.742642e+02;-2.450024e+01
1.920000e-01;6.100000e+01;5.027622e+01;-3.145799e+00;0.000000e+00;-2.753821e+02;-2.403942e+01
1.930000e-01;6.100000e+01;5.000028e+01;-3.169600e+00;0.000000e+00;-2.764940e+02;-2.354422e+01
1.940000e-01;6.100000e+01;4.972324e+01;-3.192888e+00;0.000000e+00;-2.775999e+02;-2.301465e+01
1.950000e-01;6.100000e+01;4.944508e+01;-3.215629e+00;0.000000e+00;-2.786997e+02;-2.245070e+01
1.960000e-01;6.100000e+01;4.916584e+01;-3.237789e+00;0.000000e+00;-2.797935e+02;-2.185238e+01
1.970000e-01;6.100000e+01;4.888550e+01;-3.259334e+00;0.000000e+00;-2.808813e+02;-2.121968e+01
1.980000e-01;6.100000e+01;4.860407e+01;-3.280229e+00;0.000000e+00;-2.819630e+02;-2.055261e+01
1.990000e-01;6.100000e+01;4.832157e+01;-3.300439e+00;0.000000e+00;-2.830387e+02;-1.985116e+01
2.000000e-01;6.100000e+01;4.803800e+01;-3.319931e+00;0.000000e+00;-2.841095e+02;-1.912117e+01
2.010000e-01;6.100000e+01;4.775335e+01;-3.338681e+00;0.000000e+00;-2.851765e+02;-1.837086e+01
2.020000e-01;6.100000e+01;4.746764e+01;-3.356673e+00;0.000000e+00;-2.862384e+02;-1.759800e+01
2.030000e-01;6.100000e+01;4.718088e+01;-3.373877e+00;0.000000e+00;-2.872940e+02;-1.679794e+01
2.040000e-01;6.100000e+01;4.689305e+01;-3.390269e+00;0.000000e+00;-2.883432e+02;-1.597070e+01
2.050000e-01;6.100000e+01;4.660419e+01;-3.405819e+00;0.000000e+00;-2.893861e+02;-1.511626e+01
2.060000e-01;6.100000e+01;4.631428e+01;-3.420501e+00;0.000000e+00;-2.904226e+02;-1.423463e+01
2.070000e-01;6.100000e+01;4.602334e+01;-3.434288e+00;0.000000e+00;-2.914528e+02;-1.332582e+01
2.080000e-01;6.100000e+01;4.573138e+01;-3.447153e+00;0.000000e+00;-2.924766e+02;-1.238981e+01
2.090000e-01;6.100000e+01;4.543839e+01;-3.459068e+00;0.000000e+00;-2.934941e+02;-1.142662e+01
2.100000e-01;6.100000e+01;4.514439e+01;-3.470006e+00;0.000000e+00;-2.945065e+02;-1.044084e+01
2.110000e-01;6.100000e+01;4.484938e+01;-3.479949e+00;0.000000e+00;-2.955146e+02;-9.440359e+00
2.120000e-01;6.100000e+01;4.455336e+01;-3.488887e+00;0.000000e+00;-2.965172e+02;-8.425416e+00
2.130000e-01;6.100000e+01;4.425634e+01;-3.496800e+00;0.000000e+00;-2.975130e+02;-7.393025e+00
2.140000e-01;6.100000e+01;4.395833e+01;-3.503673e+00;0.000000e+00;-2.985019e+02;-6.343185e+00
2.150000e-01;6.100000e+01;4.365934e+01;-3.509487e+00;0.000000e+00;-2.994840e+02;-5.275896e+00
2.160000e-01;6.100000e+01;4.335937e+01;-3.514225e+00;0.000000e+00;-3.004593e+02;-4.191158e+00
2.170000e-01;6.100000e+01;4.305842e+01;-3.517869e+00;0.000000e+00;-3.014277e+02;-3.088971e+00
2.180000e-01;6.100000e+01;4.275651e+01;-3.520403e+00;0.000000e+00;-3.023894e+02;-1.969335e+00
2.190000e-01;6.100000e+01;4.245364e+01;-3.521808e+00;0.000000e+00;-3.033442e+02;-8.322498e-01
2.200000e-01;6.100000e+01;4.214982e+01;-3.522067e+00;0.000000e+00;-3.042934e+02;3.193060e-01
2.210000e-01;6.100000e+01;4.184505e+01;-3.521169e+00;0.000000e+00;-3.052382e+02;1.478598e+00
2.220000e-01;6.100000e+01;4.153935e+01;-3.519110e+00;0.000000e+00;-3.061770e+02;2.642971e+00
2.230000e-01;6.100000e+01;4.123270e+01;-3.515883e+00;0.000000e+00;-3.071085e+02;3.813525e+00
2.240000e-01;6.100000e+01;4.092513e+01;-3.511483e+00;0.000000e+00;-3.080326e+02;4.990260e+00
2.250000e-01;6.100000e+01;4.061664e+01;-3.505903e+00;0.000000e+00;-3.089495e+02;6.173176e+00
2.260000e-01;6.100000e+01;4.030723e+01;-3.499136e+00;0.000000e+00;-3.098590e+02;7.362273e+00
2.270000e-01;6.100000e+01;3.999692e+01;-3.491178e+00;0.000000e+00;-3.107611e+02;8.557551e+00
2.280000e-01;6.100000e+01;3.968571e+01;-3.482021e+00;0.000000e+00;-3.116559e+02;9.759010e+00
2.290000e-01;6.100000e+01;3.937361e+01;-3.471660e+00;0.000000e+00;-3.125434e+02;1.096665e+01
2.300000e-01;6.100000e+01;3.906062e+01;-3.460088e+00;0.000000e+00;-3.134250e+02;1.217939e+01
2.310000e-01;6.100000e+01;3.874676e+01;-3.447301e+00;0.000000e+00;-3.143020e+02;1.339228e+01
2.320000e-01;6.100000e+01;3.843202e+01;-3.433303e+00;0.000000e+00;-3.151724e+02;1.460058e+01
2.330000e-01;6.100000e+01;3.811641e+01;-3.418100e+00;0.000000e+00;-3.160349e+02;1.580344e+01
2.340000e-01;6.100000e+01;3.779995e+01;-3.401697e+00;0.000000e+00;-3.168894e+02;1.700084e+01
2.350000e-01;6.100000e+01;3.748263e+01;-3.384098e+00;0.000000e+00;-3.177359e+02;1.819279e+01
2.360000e-01;6.100000e+01;3.716448e+01;-3.365311e+00;0.000000e+00;-3.185743e+02;1.937930e+01
2.370000e-01;6.100000e+01;3.684548e+01;-3.345340e+00;0.000000e+00;-3.194048e+02;2.056036e+01
