         12873112 function calls (12478324 primitive calls) in 7.593 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      745    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1249(set_verticalalignment)
       71    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:504(_from_parts)
       10    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:3104(_wait_cursor_for_draw_cm)
       12    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:285(draw)
       34    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:505(_apply_tickdir)
       83    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:945(get_xaxis_text1_transform)
       99    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:484(_parse_args)
       48    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       28    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(isclose)
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:1205(norm)
       80    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:1095(_get_anchored_bbox)
       83    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:441(_get_text2_transform)
      570    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(concatenate)
        8    0.001    0.000    0.001    0.000 {method 'set_cursor' of '_macosx.FigureCanvas' objects}
      753    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1000(set_horizontalalignment)
      602    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
       54    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:705(_compute_offset)
      276    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:379(bounds)
    13520    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1129(score_variant)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
       28    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:2278(isclose)
       62    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:474(transformed)
    15878    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:664(get_style)
     1159    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/util.py:111(set_)
      380    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1220(set_markerfacecolor)
       80    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:1089(_get_anchored_bbox)
       71    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2775(get_transformed_path_and_affine)
       14    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_mathtext.py:182(get_metrics)
        6    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2868(handle_single_axis)
       12    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_mathtext.py:992(__init__)
      459    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:202(_update_values)
    15878    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:685(get_stretch)
    15878    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:670(get_variant)
      317    0.000    0.000    0.001    0.000 {method 'join' of 'str' objects}
       83    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:971(get_xaxis_text2_transform)
      894    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:271(convert_xunits)
       16    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:1419(set_zbound)
      433    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(squeeze)
        3    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:160(_init3d)
      999    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:63(_scale_dashes)
       57    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(clip)
       18    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:689(set_zlim)
       97    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:119(_weak_or_strong_ref)
      240    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:305(set_label1)
     4682    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/re/_parser.py:170(append)
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:78(_update_prop)
        1    0.000    0.000    0.001    0.001 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_mathtext.py:2077(symbol)
      190    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(round_)
      107    0.001    0.000    0.001    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      344    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2703(amax)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
       53    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:217(__init__)
       45    0.001    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      240    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:318(set_label2)
      264    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:929(_set_gc_clip)
     5532    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/re/_parser.py:231(__next)
       56    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1553(_get_tick_label_size)
       10    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:689(__init__)
      173    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1109(get_points)
     1097    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.affine_transform}
       46    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:580(count_contains)
       10    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_mathtext.py:1007(_update_metrics)
       57    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2111(clip)
      337    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2829(amin)
     1099    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/results.py:136(__new__)
      254    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:219(ones_like)
       70    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/core.py:1352(__add__)
      101    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:343(_set_facecolor)
       46    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:1140(<genexpr>)
      454    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/results.py:533(copy)
      602    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/_methods.py:43(_amin)
       26    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:2415(mpl_connect)
        8    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:2179(add_collection3d)
       58    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:116(_process_radius)
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:261(draw)
    10182    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:295(axes)
      382    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1283(_preprocess_math)
       99    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:56(parse_parts)
     1173    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1327(_to_unmasked_float_array)
      207    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:790(unit)
        7    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:84(_default_update_prop)
       97    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/weakref.py:46(__new__)
      514    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:729(set_style)
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/enum.py:890(_convert_)
     7890    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1341(_searchsorted_dispatcher)
       21    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/core.py:5146(__init__)
      409    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1217(set_rotation)
      278    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:1117(set_zorder)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
      128    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2323(blended_transform_factory)
       34    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1568(get_matrix)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
       54    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:744(_set_order_of_magnitude)
     2138    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/copyreg.py:104(__newobj__)
      315    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:247(fix_minus)
      126    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1832(_set_formatter)
       72    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/proj3d.py:238(proj_trans_points)
      253    0.001    0.000    0.001    0.000 {built-in method posix.lstat}
       91    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/colors.py:399(to_rgba_array)
      807    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1314(is_math_text)
     3546    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:3019(__init__)
      129    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:1651(nonsingular)
      893    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1195(set_x)
       17    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/scipy/optimize/_differentialevolution.py:949(converged)
      190    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3754(round_)
      264    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:928(set_clip_path)
      511    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:742(set_variant)
       70    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/core.py:3783(__init__)
       54    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:218(<listcomp>)
       75    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2208(setter)
      429    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1122(set_linewidth)
     1179    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/util.py:108(get)
      113    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2751(_revalidate)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
       19    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cm.py:382(__init__)
     1087    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/function_base.py:871(copy)
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.py:1571(_array_str_implementation)
  858/617    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
     2766    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:790(set_subplotspec)
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.py:561(array2string)
    12162    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/copy.py:182(_deepcopy_atomic)
     3899    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
       86    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:493(anchored)
      606    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:601(transpose)
      190    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(around)
     2428    0.000    0.000    0.001    0.000 {built-in method builtins.max}
        8    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:908(_auto_legend_data)
      894    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:283(convert_yunits)
      822    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1206(set_y)
      380    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1210(set_markeredgecolor)
      210    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1675(_safe_first_finite)
  630/230    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/core.py:1857(name)
       10    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_mathtext.py:1689(cmd)
       32    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1588(transform_path)
        5    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:205(_get_draw_artists)
     1225    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
       28    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:2359(within_tol)
      113    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2791(get_affine)
       61    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:1000(<genexpr>)
     1032    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:190(__init__)
      113    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:712(_get_transformed_path)
      243    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2673(__init__)
     4012    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.py:506(wrapper)
      593    0.000    0.000    0.001    0.000 {built-in method builtins.all}
      380    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1406(set_dash_capstyle)
     3068    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1921(get_matrix)
      769    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:715(set_family)
 1327/892    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2405(<lambda>)
       46    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:766(_set_edgecolor)
      240    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:568(__call__)
     1111    0.001    0.000    0.001    0.000 {built-in method _warnings.warn}
  398/152    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/core.py:1832(default_name)
       62    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:2190(_g_sig_digits)
      415    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:329(set_rotation_mode)
       10    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:603(get_extents)
      145    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/_methods.py:164(_mean)
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.py:523(_array2string)
        5    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:286(clear)
      278    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1721(convert_units)
      161    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:619(padded)
       52    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:338(max)
        5    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     5110    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
      113    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:697(_transform_path)
      120    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2281(__init__)
  504/104    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/core.py:1862(__str__)
      145    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1087(__init__)
  858/617    0.000    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:362(<listcomp>)
       22    0.001    0.000    0.001    0.000 {method 'load_char' of 'matplotlib.ft2font.FT2Font' objects}
  351/209    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:997(get_yaxis_transform)
       81    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:76(_get_packed_offsets)
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:417(create_artists)
      380    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1230(set_markerfacecoloralt)
       32    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1597(transform_path_affine)
      146    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1184(set_position)
      150    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3556(_validate_converted_limits)
     1325    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:1878(isscalar)
      382    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1321(set_usetex)
       15    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:1175(set_verts)
        4    0.001    0.000    0.001    0.000 {method 'set_window_title' of '_macosx.FigureManager' objects}
       16    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:2135(get_width_height)
       99    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(cumsum)
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/colors.py:1361(inverse)
       89    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(mean)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
       81    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:157(_get_aligned_offsets)
      129    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:328(ymax)
      380    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1064(set_drawstyle)
        6    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:1189(_gen_axes_patch)
       15    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1395(contains_branch_seperately)
      119    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:624(translated)
      303    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/matrixlib/defmatrix.py:376(flatten)
       20    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/colors.py:1280(process_value)
        8    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/colors.py:1315(__call__)
       26    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:422(__init__)
       59    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:350(set_facecolor)
      190    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3245(around)
      407    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1864(inverted)
       17    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(std)
       83    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:811(_set_tickdown)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.py:657(get_position)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
      389    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2417(transform_non_affine)
       69    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/cycler.py:364(by_key)
       31    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:250(__array__)
       15    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1376(contains_branch)
      101    0.000    0.000    0.000    0.000 /Users/nico/Documents/GitHub/QSM-insects/qsm_numerical.py:276(generate_u_wing_w)
      234    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/proj3d.py:176(_proj_transform_vec)
       35    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:785(set_edgecolor)
      380    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1358(set_dash_joinstyle)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:827(set_figure)
      278    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/units.py:56(_is_natively_supported)
       17    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3473(std)
      103    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/pyparsing/core.py:3601(__init__)
      227    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2222(transform_non_affine)
       22    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_mathtext.py:619(_get_glyph)
       34    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:434(set_fill)
