1.023660e-03;3.682546e+00;-2.894009e+00;4.130600e+01;2.120283e+01;8.128237e+00;-1.649326e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
1.535490e-03;3.284455e+00;-2.705619e+00;3.906919e+01;2.002257e+01;7.446482e+00;-1.439468e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
2.047039e-03;2.735839e+00;-2.511820e+00;3.675908e+01;1.880415e+01;6.759653e+00;-1.166308e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
2.552754e-03;2.183581e+00;-2.284392e+00;3.443871e+01;1.758809e+01;6.095755e+00;-8.980318e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
3.051729e-03;1.660056e+00;-2.058855e+00;3.212045e+01;1.636945e+01;5.460366e+00;-6.537163e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
3.546383e-03;1.227848e+00;-1.838485e+00;2.982987e+01;1.516493e+01;4.855237e+00;-4.539007e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
4.038354e-03;8.444374e-01;-1.626225e+00;2.759699e+01;1.399166e+01;4.290722e+00;-2.789220e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
4.528169e-03;5.212235e-01;-1.440988e+00;2.542529e+01;1.284858e+01;3.769309e+00;-1.318717e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
5.017486e-03;2.203963e-01;-1.264736e+00;2.331488e+01;1.173580e+01;3.292474e+00;2.448204e-03;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
5.506872e-03;-4.217350e-02;-1.115468e+00;2.126409e+01;1.065089e+01;2.860316e+00;1.158941e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
5.996353e-03;-2.545761e-01;-9.754446e-01;1.927732e+01;9.603834e+00;2.471521e+00;2.088208e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
6.486874e-03;-4.327457e-01;-8.447882e-01;1.733438e+01;8.588034e+00;2.122343e+00;2.834090e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
6.979269e-03;-5.836127e-01;-7.328186e-01;1.544529e+01;7.606732e+00;1.816709e+00;3.454199e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
7.472570e-03;-6.990908e-01;-6.304702e-01;1.360313e+01;6.658801e+00;1.553232e+00;3.916949e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
7.968431e-03;-7.594081e-01;-5.472525e-01;1.179756e+01;5.739407e+00;1.327839e+00;4.165238e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
8.466839e-03;-8.078376e-01;-4.635396e-01;1.007389e+01;4.869162e+00;1.141794e+00;4.362041e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
8.967116e-03;-8.337534e-01;-3.926690e-01;8.431817e+00;4.048928e+00;9.855164e-01;4.487369e-01;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00;0.000000e+00
