         1633960 function calls (1596512 primitive calls) in 3.559 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:304(_get_tickdir)
      102    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:983(set_joinstyle)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:421(_joinrealpath)
      149    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1845(_str_lower_equal)
       17    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:280(set_offset)
      118    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1831(is_separable)
       37    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:730(get_path)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:53(draw_idle)
       21    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:591(set_clip_box)
       16    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:638(get_transform)
       32    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:2940(_update_from)
        2    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       12    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2445(get_ticks_position)
      940    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:939(get_rasterized)
        6    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:1131(set_xy)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:1675(__init__)
        4    0.000    0.000    0.000    0.000 {method 'update' of '_macosx.FigureCanvas' objects}
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:364(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:1040(set_edgecolor)
      154    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2683(get_matrix)
       45    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:821(limit_range_for_scale)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.py:780(_formatArray)
      940    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:966(get_agg_filter)
        1    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/proj3d.py:71(_view_axes)
        5    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:1462(set_color)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:27(isfile)
     1040    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1129(score_variant)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/inspect.py:2333(_signature_from_function)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:212(set_pane_color)
      102    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:913(set_capstyle)
      717    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:211(vertices)
        7    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(stack)
      104    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:558(__getitem__)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.py:413(get_subplot_params)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/shape_base.py:223(vstack)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:62(_single_shot_timer)
       94    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_api/__init__.py:175(check_getitem)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3121(set_axisbelow)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       48    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:1942(le)
        2    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/pyplot.py:3089(xlabel)
     15/4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/arrayprint.py:789(recurser)
       48    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1892(nonzero)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:206(_set_pane_pos)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:861(update_scalarmappable)
       84    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
       74    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        6    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:265(disconnect)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(broadcast_to)
       89    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:523(_format_parsed_parts)
       22    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_api/__init__.py:287(select_matching_signature)
       22    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2398(_iter_break_from_left_to_right)
      174    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:263(y0)
      688    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/multiarray.py:740(dot)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
      127    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:361(width)
      572    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_api/__init__.py:80(<genexpr>)
       17    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_api/__init__.py:254(method)
      308    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1339(set_parse_math)
       12    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2141(_get_ticks_position)
      350    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/enum.py:1227(__reduce_ex__)
      178    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1768(__array__)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:761(_add_axes_internal)
       71    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:1238(<dictcomp>)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:234(get_datalim)
      176    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:1025(get_hatch_path)
       10    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:596(count_overlaps)
        8    0.000    0.000    0.000    0.000 {method 'set_cursor' of '_macosx.FigureCanvas' objects}
       40    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:2711(axes)
        7    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:649(set_offset)
        2    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:3059(__array_wrap__)
       56    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1150(set_fontweight)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:270(line_2d_to_3d)
      700    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:2733(_get_dpi)
       76    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:293(__bool__)
      930    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/copy.py:107(_copy_immutable)
       23    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:1207(_get_legend_handles)
       97    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:891(set_alpha)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:709(set_color)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(full_like)
      636    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:834(<listcomp>)
       32    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:496(set_hatch)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1696(__init__)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2854(<listcomp>)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
      415    0.000    0.000    0.000    0.000 {built-in method math.cos}
       14    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:584(set_linestyle)
        2    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3670(set_ylabel)
      239    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/socket.py:83(<lambda>)
        7    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:778(set_offset)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:205(set_3d_properties)
      340    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1515(<genexpr>)
      129    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:343(get_children)
      238    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/socket.py:78(<lambda>)
       10    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:367(broadcast_to)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
      241    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/socket.py:93(<lambda>)
      486    0.000    0.000    0.000    0.000 {built-in method math.radians}
       61    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:933(set_dashes)
      897    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       78    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:341(<listcomp>)
      240    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/socket.py:88(<lambda>)
      175    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:190(<genexpr>)
       25    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:1549(_mouse_handler)
       17    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3486(get_xbound)
       26    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.path_intersects_rectangle}
       13    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(array_equal)
       35    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/enum.py:228(__set_name__)
        7    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/shape_base.py:383(stack)
       64    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:632(get_snap)
       44    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:519(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:546(<listcomp>)
       12    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argmin)
      576    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:907(get_text)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:868(_roll_to_vertical)
       40    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1718(sanitize_sequence)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
      513    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(swapaxes)
       18    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:3205(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/scipy/optimize/_constraints.py:249(__init__)
       44    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:517(<listcomp>)
      402    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:837(set_file)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2594(_update_offset_text_position)
        7    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(tile)
       11    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:692(set_antialiased)
      170    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      513    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:193(_reshape_dispatcher)
       48    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:1949(ge)
      356    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:551(__getattr__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
      242    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      606    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:597(_transpose_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/scipy/optimize/_lbfgsb_py.py:427(__init__)
       17    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3735(get_ybound)
       27    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/weakref.py:68(__call__)
      593    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1335(get_usetex)
        5    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:1132(start)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.py:207(_check_gridspec_exists)
      378    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1753(<lambda>)
       53    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2426(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:1142(_generate_normals)
       11    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       36    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:304(set_antialiased)
       36    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2157(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:358(full_like)
        7    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(einsum)
       18    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1237(_set_artist_props)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.py:329(__init__)
      607    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1803(get_affine)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      114    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:553(locator)
       55    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1781(ravel)
       57    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:500(set_useLocale)
       45    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:1256(__init__)
       22    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:860(_request_autoscale_view)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:550(swapaxes)
       13    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:2407(array_equal)
        2    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:409(_default_update_prop)
        5    0.000    0.000    0.000    0.000 {method '_timer_start' of '_macosx.Timer' objects}
       13    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(diag)
      958    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       41    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:318(get_joinstyle)
        1    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/scipy/optimize/_constraints.py:241(_input_validation)
       12    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:795(null)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:2466(__call__)
       96    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:1932(closeto)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:105(_set_new_active_manager)
        4    0.000    0.000    0.000    0.000 {method 'permutation' of 'numpy.random.mtrand.RandomState' objects}
      163    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:193(<genexpr>)
       37    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:730(unit_rectangle)
       81    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:367(height)
       44    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:522(<listcomp>)
       32    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:476(set_joinstyle)
        8    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:983(p1)
      415    0.000    0.000    0.000    0.000 {built-in method math.sin}
       28    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:687(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:3848(set_boxstyle)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/logging/__init__.py:2081(getLogger)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:307(_prepare_points)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:172(__init__)
       48    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:2156(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/enum.py:496(__new__)
        7    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/shape_base.py:1191(tile)
       30    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1065(<dictcomp>)
      308    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:610(set_wrap)
      114    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:564(formatter)
        7    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sum)
       11    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:252(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:673(_set_loc)
       14    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1306(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2859(<listcomp>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       15    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:150(ones)
       39    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2458(get_minpos)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
       74    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
      299    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:482(_set_nothing)
       82    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/enum.py:192(__get__)
      456    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1500(_squeeze_dispatcher)
      334    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:225(codes)
       18    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2190(__init__)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.py:228(__getitem__)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       40    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:86(as_list)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/gridspec.py:33(__init__)
      102    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:908(set_antialiased)
      128    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
      183    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       12    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1249(argmin)
      249    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:273(points_to_pixels)
       41    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:321(get_capstyle)
      228    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:192(set_axis)
       68    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/cycler.py:165(keys)
       28    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(shape)
        4    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:1611(sca)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       76    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:434(<listcomp>)
      335    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:560(formatter)
      110    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:115(__hash__)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_3d)
       75    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1579(get_major_locator)
       18    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:993(intervaly)
      208    0.000    0.000    0.000    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:277(_get_multialignment)
