         1633960 function calls (1596512 primitive calls) in 3.559 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      513    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:198(reshape)
        6    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:691(_findoffset)
        6    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:1114(_find_best_position)
     1278    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1881(__init__)
      232    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2413(transform_affine)
    36829    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
     1280    0.000    0.000    0.002    0.000 {method 'sum' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.002    0.001 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/__init__.py:1439(inner)
     1117    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:277(_recache)
      998    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1269(set_xdata)
     1240    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(result_type)
        3    0.000    0.000    0.002    0.001 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:2511(quiver)
    15917    0.002    0.000    0.002    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:498(contains_point)
        1    0.000    0.000    0.002    0.002 /Users/nico/anaconda3/lib/python3.11/socket.py:1(<module>)
        8    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:619(autoscale_view)
      751    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:438(set_transform)
     3624    0.002    0.000    0.002    0.000 {method 'take' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:286(create_artists)
       24    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2474(get_tick_space)
     1046    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1290(set_ydata)
     7248    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/scipy/interpolate/_interpolate.py:379(_do_extrapolate)
     1739    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/contextlib.py:287(helper)
       18    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:649(union)
      257    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/path.py:99(__init__)
     1206    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/__init__.py:272(__getattr__)
        7    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:819(draw)
        4    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:1206(_gen_axes_spines)
        4    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:1221(<dictcomp>)
       16    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:425(linear_spine)
     2832    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1764(__init__)
       21    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2496(_init)
     1308    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:194(set_children)
     1089    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/shape_base.py:81(atleast_2d)
       11    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2295(add_line)
     1080    0.001    0.000    0.002    0.000 {method 'shuffle' of 'numpy.random.mtrand.RandomState' objects}
       53    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:444(_apply_tickdir)
        5    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:833(__init__)
        4    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:38(__init__)
     1280    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/_methods.py:47(_sum)
      303    0.001    0.000    0.002    0.000 /Users/nico/Documents/GitHub/QSM-insects/insect_tools.py:940(Rz)
      156    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:516(update_position)
     1040    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1158(score_weight)
       48    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:778(_set_format)
     1040    0.001    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1140(score_stretch)
      283    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1052(set_color)
      703    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:737(set_figure)
      140    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:455(update_position)
     1162    0.002    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:1765(<dictcomp>)
        2    0.000    0.000    0.002    0.001 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axes3d.py:1370(tick_params)
     1147    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(copy)
       22    0.000    0.000    0.002    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:241(__call__)
    64/32    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2367(frozen)
       24    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2733(get_tick_space)
      222    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2204(getter)
      175    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/copy.py:237(_deepcopy_method)
        3    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:324(draw_pane)
       16    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:35(__init__)
       57    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:2889(__init__)
     1292    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:157(invalidate)
        3    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:2492(__init__)
    21086    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:851(get_animated)
        8    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3314(tick_params)
     2100    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/copy.py:264(<genexpr>)
      341    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2001(rotate_deg)
      640    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:1048(set_visible)
      957    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_api/__init__.py:65(check_isinstance)
    17026    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x14617d760}
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/figure.py:2373(__init__)
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:406(_plot_args)
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:76(__init__)
      213    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:855(viewLim)
     1206    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(iscomplexobj)
      287    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/artist.py:1159(update_from)
       57    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:1969(__init__)
        1    0.000    0.000    0.001    0.001 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triangulation.py:140(get_from_args_and_kwargs)
        1    0.000    0.000    0.001    0.001 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/tri/_triangulation.py:40(__init__)
      112    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:348(update_from)
      220    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(column_stack)
      277    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1827(frozen)
      843    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1196(_set_markercolor)
      556    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2347(__init__)
      176    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:683(new_gc)
      732    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1777(transform)
     1260    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/pyplot.py:872(_auto_draw_if_interactive)
    17818    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3148(_ndim_dispatcher)
       48    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1413(__sub__)
     8684    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
     1206    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/scipy/interpolate/_interpolate.py:362(_check_broadcast_up_to)
       57    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:2031(set_params)
      301    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1137(set_linestyle)
     3670    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x1051295f0}
     5382    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      176    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:760(__init__)
      226    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:844(<dictcomp>)
     2802    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
      170    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(broadcast_arrays)
        1    0.001    0.001    0.001    0.001 /Users/nico/Documents/GitHub/QSM-insects/qsm_analytical.py:401(load_forces_data)
      341    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1978(rotate)
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:87(update_prop)
      753    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1843(transform_affine)
        3    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2809(autoscale_view)
     1739    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/contextlib.py:104(__init__)
      688    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:807(set_size)
      789    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:190(__init__)
      606    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(transpose)
        3    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:343(draw)
       13    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:718(__init__)
      494    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2046(scale)
       65    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:550(_get_data_path)
     1206    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.interp}
     4466    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
      646    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/markers.py:302(_set_fillstyle)
     4848    0.001    0.000    0.001    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     4848    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/linalg/linalg.py:117(isComplexType)
      688    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(dot)
  136/132    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:1772(__eq__)
      430    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:342(_set_artist_props)
       12    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:285(draw)
    21124    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:544(<listcomp>)
      220    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/shape_base.py:612(column_stack)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
        3    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:160(_init3d)
       65    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:868(__new__)
       22    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:537(<genexpr>)
     1272    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/__init__.py:1269(is_interactive)
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:347(_makeline)
       33    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:505(_apply_tickdir)
    18916    0.001    0.000    0.001    0.000 {built-in method builtins.id}
  358/344    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/spines.py:332(get_spine_transform)
      170    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
    10444    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     1362    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1256(<genexpr>)
1624/1292    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:167(_invalidate_internal)
      282    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1098(set_fontsize)
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:78(_update_prop)
       65    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:504(_from_parts)
      222    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(all)
     2028    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/re/__init__.py:272(_compile)
      344    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:718(set_transform)
       93    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:484(_parse_args)
      308    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1030(set_linespacing)
      602    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/cbook/__init__.py:880(get_siblings)
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3502(set_xbound)
        6    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2868(handle_single_axis)
       48    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:705(_compute_offset)
        8    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2245(add_collection)
        1    0.000    0.000    0.001    0.001 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:1(<module>)
        7    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend_handler.py:84(_default_update_prop)
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2323(_update_line_limits)
      693    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
       57    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:2010(_validate_steps)
        5    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:1149(__init__)
      153    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:2822(nonsingular)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/enum.py:890(_convert_)
      181    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_api/deprecation.py:289(wrapper)
      596    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1249(set_verticalalignment)
       24    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(isclose)
       71    0.001    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        7    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:685(draw)
     2984    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/function_base.py:346(iterable)
      456    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(squeeze)
       67    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1663(update_units)
       56    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:2510(_process_unit_info)
  494/274    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:917(get_xaxis_transform)
       12    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3573(set_xlim)
     1770    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/enum.py:685(__call__)
     2808    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
        3    0.001    0.000    0.001    0.000 {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     4794    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:110(__init__)
     1549    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       24    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/numeric.py:2278(isclose)
      479    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
   134/67    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/units.py:164(get_converter)
       49    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(clip)
     1040    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1074(_expand_aliases)
       51    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/transforms.py:474(transformed)
      170    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/font_manager.py:1490(get_font)
        9    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:689(__init__)
     1862    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/copy.py:243(_keep_alive)
        6    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/collections.py:1370(__init__)
     8250    0.001    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1341(_searchsorted_dispatcher)
     1092    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      602    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/text.py:1000(set_horizontalalignment)
        6    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:1129(<listcomp>)
       25    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/backend_bases.py:3126(_mouse_event_to_message)
      210    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:305(set_label1)
       37    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
       95    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/patches.py:343(_set_facecolor)
       48    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1553(_get_tick_label_size)
       11    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3751(set_ybound)
      162    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(round_)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
      210    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:318(set_label2)
       49    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2111(clip)
       60    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/legend.py:1095(_get_anchored_bbox)
       53    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:438(_get_text1_transform)
        5    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3918(format_coord)
       93    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/pathlib.py:56(parse_parts)
      693    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/_methods.py:39(_amax)
       90    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/proj3d.py:213(proj_transform)
      281    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:1220(set_markerfacecolor)
     1147    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/lib/function_base.py:871(copy)
      222    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2432(all)
      257    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/_api/__init__.py:134(check_shape)
       43    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:217(__init__)
        2    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/art3d.py:1185(_shade_colors)
       60    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/offsetbox.py:1089(_get_anchored_bbox)
       48    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:744(_set_order_of_magnitude)
       53    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:945(get_xaxis_text1_transform)
       12    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:3805(set_ylim)
      606    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/fromnumeric.py:601(transpose)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
      479    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/numpy/core/_methods.py:43(_amin)
        4    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axes/_base.py:790(set_subplotspec)
       18    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/scipy/optimize/_differentialevolution.py:949(converged)
       10    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/ticker.py:624(format_data_short)
      716    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/lines.py:63(_scale_dashes)
       18    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/mpl_toolkits/mplot3d/axis3d.py:40(_tick_update_position)
      114    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:1832(_set_formatter)
       53    0.000    0.000    0.001    0.000 /Users/nico/anaconda3/lib/python3.11/site-packages/matplotlib/axis.py:441(_get_text2_transform)
